"Var1" "Var2" "value" "n"
"ICI.score" "TOM20" NA 1
"GAD65" "TOM20" NA 0
"CD20_x1" "TOM20" NA 0
"CyclinD1" "TOM20" NA 1
"CyclinD3" "TOM20" NA 1
"n_leucocytes" "TOM20" NA 1
"n_leucocytes2" "TOM20" NA 0
"n_islets" "TOM20" NA 1
"n_insulitis" "TOM20" NA 1
"n_islets2" "TOM20" NA 0
"n_insulitis2" "TOM20" NA 0
"x12LO" "TOM20" NA 6
"CD20_x2" "TOM20" NA 0
"MMc" "TOM20" NA 0
"ins.MMc" "TOM20" NA 0
"MxA" "TOM20" NA 0
"BM" "TOM20" NA 1
"insulin" "TOM20" 0.537051430537331 5
"insulin2" "TOM20" NA 1
"HLA" "TOM20" NA 1
"survivin" "TOM20" NA 1
"CH.Ins" "TOM20" NA 19
"CH.amyloid" "TOM20" -0.280885612065149 19
"CH.dysplasia" "TOM20" NA 19
"CH.metaplasia" "TOM20" 0.20352583667987 19
"CH.pancreatitis" "TOM20" -0.133340255525046 19
"CH.atrophy" "TOM20" -0.340466947878014 19
"CH.fibrosis" "TOM20" -0.348443658132998 19
"CH.CD3" "TOM20" -0.229946935919698 19
"CH.Ki67" "TOM20" -0.139947026506504 10
"CH.islet.freq" "TOM20" NA 13
"CH.islet.size" "TOM20" NA 7
"CR.age" "TOM20" 0.128003902604407 19
"CR.height" "TOM20" 0.194429483064896 19
"CR.weight" "TOM20" -0.137092987725855 19
"CR.BMI" "TOM20" -0.202226843476888 19
"CR.dbDuration" "TOM20" 0.4106354435938 9
"CR.ageOnset" "TOM20" -0.282259483197629 9
"CR.Cpeptide" "TOM20" 0.124288521752244 19
"CR.HbA1c" "TOM20" 0.663211872053616 4
"CR.peakGluc" "TOM20" -0.162869828743698 19
"HS" "MFN2" NA 0
"Col18" "MFN2" NA 0
"Sdc1" "MFN2" NA 0
"Ins_x1" "MFN2" NA 0
"Gcg_x1" "MFN2" NA 0
"IP3R2" "MFN2" 0.462105136504181 20
"TOM20" "MFN2" -0.291458599692274 18
"MFN2" "MFN2" 1 20
"VDAC1" "MFN2" 0.197599225500562 18
"IP3R2.VDAC1" "MFN2" -0.186065913918258 18
"beta_Ins" "MFN2" 1 2
"beta_cells" "MFN2" 0.497643808082078 7
"beta_area" "MFN2" 0.246453871513306 7
"beta_mass" "MFN2" -0.606939007252833 5
"Nitrotyrosine" "MFN2" NA 1
"GLP1R.acinar_x1" "MFN2" 0.154011424036201 9
"GLP1R.islets_x1" "MFN2" -0.102825101678267 9
"GLP1R.acinar_x2" "MFN2" 0.277092378262041 9
"GLP1R.islets_x2" "MFN2" 0.0511406061081095 9
"HLA.A1" "MFN2" NA 1
"HLA.A2" "MFN2" NA 1
"HLA.A3" "MFN2" NA 1
"HLA.A4" "MFN2" NA 1
"HLA.A5" "MFN2" NA 1
"HLA.A6" "MFN2" NA 1
"HLA.A7" "MFN2" NA 1
"HLA.A8" "MFN2" NA 1
"HLA.B1" "MFN2" NA 1
"HLA.B2" "MFN2" NA 1
"HLA.B3" "MFN2" NA 1
"HLA.B4" "MFN2" NA 1
"HLA.B5" "MFN2" NA 1
"HLA.B6" "MFN2" NA 1
"HLA.C1" "MFN2" NA 1
"HLA.C2" "MFN2" NA 1
"HLA.C3" "MFN2" NA 1
"HLA.C4" "MFN2" NA 1
"HLA.C5" "MFN2" NA 1
"HLA.C6" "MFN2" NA 1
"HLA.C7" "MFN2" NA 1
"HLA.F1" "MFN2" NA 1
"HLA.F2" "MFN2" NA 1
"HLA.F3" "MFN2" NA 1
"HLA.F4" "MFN2" NA 1
"HLA.F5" "MFN2" NA 1
"HLA.F6" "MFN2" NA 1
"HLA.F7" "MFN2" NA 1
"B2M" "MFN2" NA 1
"STAT1" "MFN2" NA 1
"IHC.score" "MFN2" NA 1
"ICI.score" "MFN2" NA 1
"GAD65" "MFN2" NA 0
"CD20_x1" "MFN2" NA 0
"CyclinD1" "MFN2" NA 1
"CyclinD3" "MFN2" NA 1
"n_leucocytes" "MFN2" NA 1
"n_leucocytes2" "MFN2" NA 0
"n_islets" "MFN2" NA 1
"n_insulitis" "MFN2" NA 1
"n_islets2" "MFN2" NA 0
"n_insulitis2" "MFN2" NA 0
"x12LO" "MFN2" -0.506631881950115 7
"CD20_x2" "MFN2" NA 0
"MMc" "MFN2" NA 0
"ins.MMc" "MFN2" NA 0
"MxA" "MFN2" NA 0
"BM" "MFN2" NA 1
"insulin" "MFN2" -0.380571390714031 6
"insulin2" "MFN2" NA 1
"HLA" "MFN2" NA 1
"survivin" "MFN2" NA 1
"CH.Ins" "MFN2" NA 20
"CH.amyloid" "MFN2" -0.0507545992700832 20
"CH.dysplasia" "MFN2" NA 20
"CH.metaplasia" "MFN2" -0.479528177449096 20
"CH.pancreatitis" "MFN2" -0.048124401413172 20
"CH.atrophy" "MFN2" 0.153489967633888 20
"CH.fibrosis" "MFN2" 0.158510517720414 20
"CH.CD3" "MFN2" -0.209185566275883 20
"CH.Ki67" "MFN2" -0.0546931300190611 10
"CH.islet.freq" "MFN2" NA 15
"CH.islet.size" "MFN2" NA 8
"CR.age" "MFN2" -0.188217573443516 20
"CR.height" "MFN2" -0.196506912134757 20
"CR.weight" "MFN2" 0.0325768106820611 20
"CR.BMI" "MFN2" 0.106313814240855 20
"CR.dbDuration" "MFN2" -0.18367976776614 9
"CR.ageOnset" "MFN2" 0.264911039639212 9
"CR.Cpeptide" "MFN2" -0.239356394216213 20
"CR.HbA1c" "MFN2" -0.249752120347345 4
"CR.peakGluc" "MFN2" -0.0277197261180894 20
"HS" "VDAC1" NA 0
"Col18" "VDAC1" NA 0
"Sdc1" "VDAC1" NA 0
"Ins_x1" "VDAC1" NA 0
"Gcg_x1" "VDAC1" NA 0
"IP3R2" "VDAC1" 0.353932245122218 19
"TOM20" "VDAC1" -0.0977004010990633 17
"MFN2" "VDAC1" 0.197599225500562 18
"VDAC1" "VDAC1" 1 19
"IP3R2.VDAC1" "VDAC1" 0.00741114439573578 17
"beta_Ins" "VDAC1" 1 2
"beta_cells" "VDAC1" 0.48843426472037 7
"beta_area" "VDAC1" 0.159795267436929 7
"beta_mass" "VDAC1" -0.374970645425244 5
"Nitrotyrosine" "VDAC1" NA 1
"GLP1R.acinar_x1" "VDAC1" -0.488143583464899 8
"GLP1R.islets_x1" "VDAC1" -0.000420857198666383 8
"GLP1R.acinar_x2" "VDAC1" -0.445349973969142 8
"GLP1R.islets_x2" "VDAC1" 0.138201351789074 8
"HLA.A1" "VDAC1" NA 1
"HLA.A2" "VDAC1" NA 1
"HLA.A3" "VDAC1" NA 1
"HLA.A4" "VDAC1" NA 1
"HLA.A5" "VDAC1" NA 1
"HLA.A6" "VDAC1" NA 1
"HLA.A7" "VDAC1" NA 1
"HLA.A8" "VDAC1" NA 1
"HLA.B1" "VDAC1" NA 1
"HLA.B2" "VDAC1" NA 1
"HLA.B3" "VDAC1" NA 1
"HLA.B4" "VDAC1" NA 1
"HLA.B5" "VDAC1" NA 1
"HLA.B6" "VDAC1" NA 1
"HLA.C1" "VDAC1" NA 1
"HLA.C2" "VDAC1" NA 1
"HLA.C3" "VDAC1" NA 1
"HLA.C4" "VDAC1" NA 1
"HLA.C5" "VDAC1" NA 1
"HLA.C6" "VDAC1" NA 1
"HLA.C7" "VDAC1" NA 1
"HLA.F1" "VDAC1" NA 1
"HLA.F2" "VDAC1" NA 1
"HLA.F3" "VDAC1" NA 1
"HLA.F4" "VDAC1" NA 1
"HLA.F5" "VDAC1" NA 1
"HLA.F6" "VDAC1" NA 1
"HLA.F7" "VDAC1" NA 1
"B2M" "VDAC1" NA 1
"STAT1" "VDAC1" NA 1
"IHC.score" "VDAC1" NA 1
"ICI.score" "VDAC1" NA 1
"GAD65" "VDAC1" NA 0
"CD20_x1" "VDAC1" NA 0
"CyclinD1" "VDAC1" NA 1
"CyclinD3" "VDAC1" NA 1
"n_leucocytes" "VDAC1" NA 1
"n_leucocytes2" "VDAC1" NA 0
"n_islets" "VDAC1" NA 1
"n_insulitis" "VDAC1" NA 1
"n_islets2" "VDAC1" NA 0
"n_insulitis2" "VDAC1" NA 0
"x12LO" "VDAC1" -0.325228313509069 7
"CD20_x2" "VDAC1" NA 0
"MMc" "VDAC1" NA 0
"ins.MMc" "VDAC1" NA 0
"MxA" "VDAC1" NA 0
"BM" "VDAC1" NA 1
"insulin" "VDAC1" 0.607263047703263 6
"insulin2" "VDAC1" NA 1
"HLA" "VDAC1" NA 1
"survivin" "VDAC1" NA 1
"CH.Ins" "VDAC1" NA 19
"CH.amyloid" "VDAC1" 0.145695271377017 19
"CH.dysplasia" "VDAC1" NA 19
"CH.metaplasia" "VDAC1" -0.113488551625771 19
"CH.pancreatitis" "VDAC1" -0.209097564451746 19
"CH.atrophy" "VDAC1" 0.168851568475588 19
"CH.fibrosis" "VDAC1" 0.224544347145112 19
"CH.CD3" "VDAC1" -0.379359113068384 19
"CH.Ki67" "VDAC1" -0.49244102521782 8
"CH.islet.freq" "VDAC1" NA 14
"CH.islet.size" "VDAC1" NA 7
"CR.age" "VDAC1" 0.427363123950565 19
"CR.height" "VDAC1" -0.311820553781132 19
"CR.weight" "VDAC1" -0.0204403735604014 19
"CR.BMI" "VDAC1" 0.173569527351154 19
"CR.dbDuration" "VDAC1" -0.302643068517089 9
"CR.ageOnset" "VDAC1" 0.629762085063713 9
"CR.Cpeptide" "VDAC1" -0.477354903567402 19
"CR.HbA1c" "VDAC1" 0.297313695639828 4
"CR.peakGluc" "VDAC1" 0.0943365311127552 19
"HS" "IP3R2.VDAC1" NA 0
"Col18" "IP3R2.VDAC1" NA 0
"Sdc1" "IP3R2.VDAC1" NA 0
"Ins_x1" "IP3R2.VDAC1" NA 0
"Gcg_x1" "IP3R2.VDAC1" NA 0
"IP3R2" "IP3R2.VDAC1" -0.279125111043149 19
"TOM20" "IP3R2.VDAC1" 0.487605267185868 17
"MFN2" "IP3R2.VDAC1" -0.186065913918258 18
"VDAC1" "IP3R2.VDAC1" 0.00741114439573578 17
"IP3R2.VDAC1" "IP3R2.VDAC1" 1 19
"beta_Ins" "IP3R2.VDAC1" -1 2
"beta_cells" "IP3R2.VDAC1" -0.178172886210133 6
"beta_area" "IP3R2.VDAC1" 0.00170922027356522 6
"beta_mass" "IP3R2.VDAC1" -0.117762679116163 4
"Nitrotyrosine" "IP3R2.VDAC1" NA 0
"GLP1R.acinar_x1" "IP3R2.VDAC1" 0.640923116928844 8
"GLP1R.islets_x1" "IP3R2.VDAC1" -0.0941636979419589 8
"GLP1R.acinar_x2" "IP3R2.VDAC1" 0.153930036242953 8
"GLP1R.islets_x2" "IP3R2.VDAC1" -0.496594001653802 8
"HLA.A1" "IP3R2.VDAC1" NA 1
"HLA.A2" "IP3R2.VDAC1" NA 1
"HLA.A3" "IP3R2.VDAC1" NA 1
"HLA.A4" "IP3R2.VDAC1" NA 1
"HLA.A5" "IP3R2.VDAC1" NA 1
"HLA.A6" "IP3R2.VDAC1" NA 1
"HLA.A7" "IP3R2.VDAC1" NA 1
"HLA.A8" "IP3R2.VDAC1" NA 1
"HLA.B1" "IP3R2.VDAC1" NA 1
"HLA.B2" "IP3R2.VDAC1" NA 1
"HLA.B3" "IP3R2.VDAC1" NA 1
"HLA.B4" "IP3R2.VDAC1" NA 1
"HLA.B5" "IP3R2.VDAC1" NA 1
"HLA.B6" "IP3R2.VDAC1" NA 1
"HLA.C1" "IP3R2.VDAC1" NA 1
"HLA.C2" "IP3R2.VDAC1" NA 1
"HLA.C3" "IP3R2.VDAC1" NA 1
"HLA.C4" "IP3R2.VDAC1" NA 1
"HLA.C5" "IP3R2.VDAC1" NA 1
"HLA.C6" "IP3R2.VDAC1" NA 1
"HLA.C7" "IP3R2.VDAC1" NA 1
"HLA.F1" "IP3R2.VDAC1" NA 1
"HLA.F2" "IP3R2.VDAC1" NA 1
"HLA.F3" "IP3R2.VDAC1" NA 1
"HLA.F4" "IP3R2.VDAC1" NA 1
"HLA.F5" "IP3R2.VDAC1" NA 1
"HLA.F6" "IP3R2.VDAC1" NA 1
"HLA.F7" "IP3R2.VDAC1" NA 1
"B2M" "IP3R2.VDAC1" NA 1
"STAT1" "IP3R2.VDAC1" NA 1
"IHC.score" "IP3R2.VDAC1" NA 1
"ICI.score" "IP3R2.VDAC1" NA 1
"GAD65" "IP3R2.VDAC1" NA 0
"CD20_x1" "IP3R2.VDAC1" NA 0
"CyclinD1" "IP3R2.VDAC1" NA 1
"CyclinD3" "IP3R2.VDAC1" NA 1
"n_leucocytes" "IP3R2.VDAC1" NA 0
"n_leucocytes2" "IP3R2.VDAC1" NA 0
"n_islets" "IP3R2.VDAC1" NA 0
"n_insulitis" "IP3R2.VDAC1" NA 0
"n_islets2" "IP3R2.VDAC1" NA 0
"n_insulitis2" "IP3R2.VDAC1" NA 0
"x12LO" "IP3R2.VDAC1" -0.30906712212239 6
"CD20_x2" "IP3R2.VDAC1" NA 0
"MMc" "IP3R2.VDAC1" NA 0
"ins.MMc" "IP3R2.VDAC1" NA 0
"MxA" "IP3R2.VDAC1" NA 0
"BM" "IP3R2.VDAC1" NA 1
"insulin" "IP3R2.VDAC1" 0.483921536021675 6
"insulin2" "IP3R2.VDAC1" NA 1
"HLA" "IP3R2.VDAC1" NA 1
"survivin" "IP3R2.VDAC1" NA 1
"CH.Ins" "IP3R2.VDAC1" NA 19
"CH.amyloid" "IP3R2.VDAC1" -0.441147332098408 19
"CH.dysplasia" "IP3R2.VDAC1" NA 19
"CH.metaplasia" "IP3R2.VDAC1" -0.0112262824937997 19
"CH.pancreatitis" "IP3R2.VDAC1" 0.0668945231361475 19
"CH.atrophy" "IP3R2.VDAC1" -0.596114567044055 19
"CH.fibrosis" "IP3R2.VDAC1" -0.298993967909153 19
"CH.CD3" "IP3R2.VDAC1" -0.0860060014702147 19
"CH.Ki67" "IP3R2.VDAC1" 0.522571532374764 8
"CH.islet.freq" "IP3R2.VDAC1" NA 13
"CH.islet.size" "IP3R2.VDAC1" NA 6
"CR.age" "IP3R2.VDAC1" -0.0931869045092648 19
"CR.height" "IP3R2.VDAC1" 0.26109209556419 19
"CR.weight" "IP3R2.VDAC1" -0.230139140762465 19
"CR.BMI" "IP3R2.VDAC1" -0.353346219212276 19
"CR.dbDuration" "IP3R2.VDAC1" 0.564747628745198 10
"CR.ageOnset" "IP3R2.VDAC1" -0.32011784266342 10
"CR.Cpeptide" "IP3R2.VDAC1" 0.368087992506542 19
"CR.HbA1c" "IP3R2.VDAC1" -0.717633921827081 3
"CR.peakGluc" "IP3R2.VDAC1" 0.00973529531974034 19
"HS" "beta_Ins" 0.724781129220059 6
"Col18" "beta_Ins" 0.818627263479089 4
"Sdc1" "beta_Ins" 0.389228953785302 4
"Ins_x1" "beta_Ins" 0.290314251626984 6
"Gcg_x1" "beta_Ins" -0.772302071104493 5
"IP3R2" "beta_Ins" 1 2
"TOM20" "beta_Ins" -1 2
"MFN2" "beta_Ins" 1 2
"VDAC1" "beta_Ins" 1 2
"IP3R2.VDAC1" "beta_Ins" -1 2
"beta_Ins" "beta_Ins" 1 29
"beta_cells" "beta_Ins" 0.887992066318033 29
"beta_area" "beta_Ins" 0.469401737819965 29
"beta_mass" "beta_Ins" 0.553262136438817 25
"Nitrotyrosine" "beta_Ins" 1 3
"GLP1R.acinar_x1" "beta_Ins" NA 0
"GLP1R.islets_x1" "beta_Ins" NA 0
"GLP1R.acinar_x2" "beta_Ins" NA 0
"GLP1R.islets_x2" "beta_Ins" NA 0
"HLA.A1" "beta_Ins" -0.119156590602592 5
"HLA.A2" "beta_Ins" 0.00587002150255119 5
"HLA.A3" "beta_Ins" 0.00587002150255119 5
"HLA.A4" "beta_Ins" -0.0775363888449848 5
"HLA.A5" "beta_Ins" -0.0927074170272421 5
"HLA.A6" "beta_Ins" -0.115610935505499 5
"HLA.A7" "beta_Ins" -0.234383888582468 5
"HLA.A8" "beta_Ins" 0.0855670644985235 5
"HLA.B1" "beta_Ins" 0.275467785753841 5
"HLA.B2" "beta_Ins" -0.0387967058724173 5
"HLA.B3" "beta_Ins" -0.104635025580676 5
"HLA.B4" "beta_Ins" -0.258465104224497 5
"HLA.B5" "beta_Ins" -0.0511050368517842 5
"HLA.B6" "beta_Ins" -0.115244968507727 5
"HLA.C1" "beta_Ins" -0.423212119681957 5
"HLA.C2" "beta_Ins" -0.525195213958276 5
"HLA.C3" "beta_Ins" -0.0762759651086486 5
"HLA.C4" "beta_Ins" -0.124100045977807 5
"HLA.C5" "beta_Ins" -0.0318368965059991 5
"HLA.C6" "beta_Ins" -0.0573084640179301 5
"HLA.C7" "beta_Ins" -0.0426889767207194 5
"HLA.F1" "beta_Ins" -0.0827313594419351 5
"HLA.F2" "beta_Ins" -0.357622624839969 5
"HLA.F3" "beta_Ins" 0.0403044490275237 5
"HLA.F4" "beta_Ins" 0.0403044490275237 5
"HLA.F5" "beta_Ins" -0.392203776926553 5
"HLA.F6" "beta_Ins" 0.0403044490275237 5
"HLA.F7" "beta_Ins" -0.205429924138066 5
"B2M" "beta_Ins" -0.0378557222686536 5
"STAT1" "beta_Ins" 0.320725252386493 5
"IHC.score" "beta_Ins" -0.573780983404624 5
"ICI.score" "beta_Ins" 0.629502158202634 5
"GAD65" "beta_Ins" -0.614965508298273 3
"CD20_x1" "beta_Ins" NA 0
"CyclinD1" "beta_Ins" 1 2
"CyclinD3" "beta_Ins" 0.765059092388573 3
"n_leucocytes" "beta_Ins" -1 2
"n_leucocytes2" "beta_Ins" -0.134257931822166 4
"n_islets" "beta_Ins" 1 2
"n_insulitis" "beta_Ins" 1 2
"n_islets2" "beta_Ins" 0.984907527868447 4
"n_insulitis2" "beta_Ins" -0.456067495837371 4
"x12LO" "beta_Ins" NA 8
"CD20_x2" "beta_Ins" -1 2
"MMc" "beta_Ins" -0.697077044219214 5
"ins.MMc" "beta_Ins" -0.420764827588755 5
"MxA" "beta_Ins" NA 1
"BM" "beta_Ins" 0.180446951793644 5
"insulin" "beta_Ins" 0.892247844029358 12
"insulin2" "beta_Ins" 1 4
"HLA" "beta_Ins" 1 4
"survivin" "beta_Ins" 1 4
"CH.Ins" "beta_Ins" 0.579203884312746 29
"CH.amyloid" "beta_Ins" NA 29
"CH.dysplasia" "beta_Ins" NA 29
"CH.metaplasia" "beta_Ins" NA 29
"CH.pancreatitis" "beta_Ins" -0.312995683819629 29
"CH.atrophy" "beta_Ins" -0.318112328853302 29
"CH.fibrosis" "beta_Ins" -0.227996669767129 29
"CH.CD3" "beta_Ins" -0.138892776129029 29
"CH.Ki67" "beta_Ins" -0.10142566003333 12
"CH.islet.freq" "beta_Ins" 0.595279073758618 19
"CH.islet.size" "beta_Ins" NA 15
"CR.age" "beta_Ins" 0.0448115440143744 29
"CR.height" "beta_Ins" -0.0239822343878924 29
"CR.weight" "beta_Ins" 0.0379939320906761 29
"CR.BMI" "beta_Ins" 0.0623866217850406 29
"CR.dbDuration" "beta_Ins" -0.012758112178437 11
"CR.ageOnset" "beta_Ins" 0.557170137021881 11
"CR.Cpeptide" "beta_Ins" 0.380142954503638 25
"CR.HbA1c" "beta_Ins" -0.850152652275346 6
"CR.peakGluc" "beta_Ins" -0.308562726089285 28
"HS" "beta_cells" 0.820607309304695 10
"Col18" "beta_cells" 0.730696879756689 8
"Sdc1" "beta_cells" 0.701506189082281 7
"Ins_x1" "beta_cells" 0.288868723556596 10
"Gcg_x1" "beta_cells" -0.28825088563466 9
"IP3R2" "beta_cells" 0.5145250554145 7
"TOM20" "beta_cells" -0.213682554785283 6
"MFN2" "beta_cells" 0.497643808082078 7
"VDAC1" "beta_cells" 0.48843426472037 7
"IP3R2.VDAC1" "beta_cells" -0.178172886210133 6
"beta_Ins" "beta_cells" 0.887992066318033 29
"beta_cells" "beta_cells" 1 106
"beta_area" "beta_cells" 0.437352564658421 106
"beta_mass" "beta_cells" 0.635598056277382 85
"Nitrotyrosine" "beta_cells" 0.498971870742301 16
"GLP1R.acinar_x1" "beta_cells" NA 0
"GLP1R.islets_x1" "beta_cells" NA 0
"GLP1R.acinar_x2" "beta_cells" NA 0
"GLP1R.islets_x2" "beta_cells" NA 0
"HLA.A1" "beta_cells" -0.117558640166707 16
"HLA.A2" "beta_cells" -0.0882092715976252 16
"HLA.A3" "beta_cells" -0.0882092715976252 16
"HLA.A4" "beta_cells" -0.194346886917471 16
"HLA.A5" "beta_cells" -0.164682210199131 16
"HLA.A6" "beta_cells" -0.224887980417175 16
"HLA.A7" "beta_cells" 0.0524299746123976 16
"HLA.A8" "beta_cells" 0.213372288512295 16
"HLA.B1" "beta_cells" -0.111215959445126 16
"HLA.B2" "beta_cells" -0.29267576685391 16
"HLA.B3" "beta_cells" -0.195800582403255 16
"HLA.B4" "beta_cells" -0.302876584796408 16
"HLA.B5" "beta_cells" -0.290577258596953 16
"HLA.B6" "beta_cells" -0.184859063784889 16
"HLA.C1" "beta_cells" -0.350672891593885 16
"HLA.C2" "beta_cells" -0.404867706041165 16
"HLA.C3" "beta_cells" -0.0722516587591531 16
"HLA.C4" "beta_cells" -0.0992573125372874 16
"HLA.C5" "beta_cells" 0.202195097511983 16
"HLA.C6" "beta_cells" -0.0953891093165628 16
"HLA.C7" "beta_cells" -0.0366113197891301 16
"HLA.F1" "beta_cells" 0.168163522942832 16
"HLA.F2" "beta_cells" -0.32843591692158 16
"HLA.F3" "beta_cells" -0.00767755885254996 16
"HLA.F4" "beta_cells" -0.00767755885254996 16
"HLA.F5" "beta_cells" 0.0125420971357545 16
"HLA.F6" "beta_cells" -0.00767755885254996 16
"HLA.F7" "beta_cells" 0.216684523755323 16
"B2M" "beta_cells" -0.210866279791066 16
"STAT1" "beta_cells" -0.225443614777038 16
"IHC.score" "beta_cells" -0.652718909298612 16
"ICI.score" "beta_cells" 0.527162631646842 16
"GAD65" "beta_cells" -0.548038468254395 12
"CD20_x1" "beta_cells" 1 2
"CyclinD1" "beta_cells" 0.0285118547994984 12
"CyclinD3" "beta_cells" 0.328950502995636 13
"n_leucocytes" "beta_cells" -0.379967996399292 11
"n_leucocytes2" "beta_cells" 0.17267664899044 10
"n_islets" "beta_cells" 0.846070648769247 11
"n_insulitis" "beta_cells" -0.0932150285846726 11
"n_islets2" "beta_cells" -0.0475051263715421 10
"n_insulitis2" "beta_cells" 0.0307897463176111 10
"x12LO" "beta_cells" 0.0999435862669812 16
"CD20_x2" "beta_cells" -0.993569858035211 3
"MMc" "beta_cells" -0.727086099304373 8
"ins.MMc" "beta_cells" -0.545565448901744 8
"MxA" "beta_cells" -1 2
"BM" "beta_cells" 0.467743616801996 7
"insulin" "beta_cells" 0.849429625954121 30
"insulin2" "beta_cells" 0.724224177315487 12
"HLA" "beta_cells" 0.724224177315487 12
"survivin" "beta_cells" 0.724224177315487 12
"CH.Ins" "beta_cells" 0.508758551308323 106
"CH.amyloid" "beta_cells" 0.00288504112909461 106
"CH.dysplasia" "beta_cells" NA 106
"CH.metaplasia" "beta_cells" 0.00590693369130204 106
"CH.pancreatitis" "beta_cells" -0.252064588313726 106
"CH.atrophy" "beta_cells" -0.506707769708326 106
"CH.fibrosis" "beta_cells" -0.186849929523381 106
"CH.CD3" "beta_cells" -0.233349589615631 106
"CH.Ki67" "beta_cells" 0.0370524806618511 43
"CH.islet.freq" "beta_cells" 0.457150594197607 63
"CH.islet.size" "beta_cells" -0.0487483327736027 47
"CR.age" "beta_cells" -0.0524186230168384 106
"CR.height" "beta_cells" -0.02304905007003 105
"CR.weight" "beta_cells" -0.0518766077343001 105
"CR.BMI" "beta_cells" -0.0841487111198061 106
"CR.dbDuration" "beta_cells" -0.0531883770784165 47
"CR.ageOnset" "beta_cells" 0.187720911107391 47
"CR.Cpeptide" "beta_cells" 0.528518085915192 91
"CR.HbA1c" "beta_cells" -0.616766731242989 23
"CR.peakGluc" "beta_cells" -0.37089187078611 100
"HS" "beta_area" 0.27850660519528 10
"Col18" "beta_area" 0.351874140637341 8
"Sdc1" "beta_area" 0.982000510739397 7
"Ins_x1" "beta_area" -0.25951047232886 10
"Gcg_x1" "beta_area" 0.38148276758415 9
"IP3R2" "beta_area" 0.40436076096766 7
"TOM20" "beta_area" -0.346415415970953 6
"MFN2" "beta_area" 0.246453871513306 7
"VDAC1" "beta_area" 0.159795267436929 7
"IP3R2.VDAC1" "beta_area" 0.00170922027356522 6
"beta_Ins" "beta_area" 0.469401737819965 29
"beta_cells" "beta_area" 0.437352564658421 106
"beta_area" "beta_area" 1 106
"beta_mass" "beta_area" 0.335921148829727 85
"Nitrotyrosine" "beta_area" 0.29252676731078 16
"GLP1R.acinar_x1" "beta_area" NA 0
"GLP1R.islets_x1" "beta_area" NA 0
"GLP1R.acinar_x2" "beta_area" NA 0
"GLP1R.islets_x2" "beta_area" NA 0
"HLA.A1" "beta_area" -0.281783888924585 16
"HLA.A2" "beta_area" -0.267733106369808 16
"HLA.A3" "beta_area" -0.267733106369808 16
"HLA.A4" "beta_area" -0.234405438117075 16
"HLA.A5" "beta_area" -0.276803466165445 16
"HLA.A6" "beta_area" -0.216415704612034 16
"HLA.A7" "beta_area" -0.148298519525945 16
"HLA.A8" "beta_area" 0.0750304737585254 16
"HLA.B1" "beta_area" -0.120722937980816 16
"HLA.B2" "beta_area" -0.203906168133361 16
"HLA.B3" "beta_area" -0.232317851979091 16
"HLA.B4" "beta_area" -0.597302699292909 16
"HLA.B5" "beta_area" -0.314287648883252 16
"HLA.B6" "beta_area" -0.223110942288822 16
"HLA.C1" "beta_area" -0.400734175395472 16
"HLA.C2" "beta_area" -0.425331046084077 16
"HLA.C3" "beta_area" -0.278957529626558 16
"HLA.C4" "beta_area" -0.28728910301316 16
"HLA.C5" "beta_area" -0.186042824870309 16
"HLA.C6" "beta_area" -0.33423966347233 16
"HLA.C7" "beta_area" -0.267406997564887 16
"HLA.F1" "beta_area" 0.0898264486673458 16
"HLA.F2" "beta_area" -0.3062343915572 16
"HLA.F3" "beta_area" -0.132541332330344 16
"HLA.F4" "beta_area" -0.132541332330344 16
"HLA.F5" "beta_area" -0.368598020104667 16
"HLA.F6" "beta_area" -0.132541332330344 16
"HLA.F7" "beta_area" -0.0553028337083833 16
"B2M" "beta_area" -0.160763126229468 16
"STAT1" "beta_area" -0.0440591753984723 16
"IHC.score" "beta_area" -0.888308954648894 16
"ICI.score" "beta_area" 0.583186164333165 16
"GAD65" "beta_area" -0.407813340856026 12
"CD20_x1" "beta_area" 1 2
"CyclinD1" "beta_area" 0.0439324837621862 12
"CyclinD3" "beta_area" 0.361837526448321 13
"n_leucocytes" "beta_area" -0.407300534449275 11
"n_leucocytes2" "beta_area" 0.0185377590060493 10
"n_islets" "beta_area" 0.912749094910515 11
"n_insulitis" "beta_area" -0.373478628660336 11
"n_islets2" "beta_area" 0.317443311506556 10
"n_insulitis2" "beta_area" 0.166717499150289 10
"x12LO" "beta_area" -0.174442035395625 16
"CD20_x2" "beta_area" 0.208375671955445 3
"MMc" "beta_area" -0.480357181515823 8
"ins.MMc" "beta_area" -0.427781349767979 8
"MxA" "beta_area" -1 2
"BM" "beta_area" 0.330546613443205 7
"insulin" "beta_area" 0.833103392330122 30
"insulin2" "beta_area" 0.901510563166321 12
"HLA" "beta_area" 0.901510563166321 12
"survivin" "beta_area" 0.901510563166321 12
"CH.Ins" "beta_area" 0.424237728932279 106
"CH.amyloid" "beta_area" 0.112908222410057 106
"CH.dysplasia" "beta_area" NA 106
"CH.metaplasia" "beta_area" 0.0105252401002628 106
"CH.pancreatitis" "beta_area" -0.212559401352857 106
"CH.atrophy" "beta_area" -0.413917031487662 106
"CH.fibrosis" "beta_area" -0.144652821384583 106
"CH.CD3" "beta_area" -0.114116108681493 106
"CH.Ki67" "beta_area" 0.217150229701103 43
