Source,Contributors,Variable,Value,Description,Meta,Level,CellTissue,TissueContext,Complex,IndividualLevelData,Entrez,CHEBI,MPO,MPOLabel,EFO,EFOLabel,VarWithinD,VarDvsCTRL,Relevance,Levels,Method,MethodRef,MethodDetails,PrivateNote,Note,DataSource,DataSourceLink
PMID26055066,Taniguchi et al. (2015),CCD1.score,[0-3],Cyclin D1 expression as % of islet cells stained,,protein,islet of Langerhans,islet of Langerhans,0,Yes,595,,,,,,1,1,,"'0 to 3’=0,’1 to 30%’=1, ‘31 to 60%’=2,’greater than 60%’=3",immunostaining,Taniguchi et al. (2015),,,,Table 1: The extent of expression of cyclin-D1 and -D3 in islets from heart-beating or post mortem control donors. & Table 2: The extent of expression of cyclin-D1 and -D3 in islets from heart-beating or post mortem autoantibody-positive donors and those with type 1 diabetes.,https://link.springer.com/article/10.1007%2Fs00125-015-3645-1#Tab1|https://link.springer.com/article/10.1007%2Fs00125-015-3645-1#Tab2
PMID26055066,Taniguchi et al. (2015),CCD3.score,[0-3],Cyclin D3 expression as % of islet cells stained,,protein,islet of Langerhans,islet of Langerhans,0,Yes,896,,,,,,1,1,,"Coded as 0 to 3: +, 1 to 30%; ++, 31 to 60%; +++, greather than 60%",immunostaining,Taniguchi et al. (2015),,,,Table 1: The extent of expression of cyclin-D1 and -D3 in islets from heart-beating or post mortem control donors. & Table 2: The extent of expression of cyclin-D1 and -D3 in islets from heart-beating or post mortem autoantibody-positive donors and those with type 1 diabetes.,https://link.springer.com/article/10.1007%2Fs00125-015-3645-1#Tab1|https://link.springer.com/article/10.1007%2Fs00125-015-3645-1#Tab2
PMID25687234,Reddy et al. (2015),CD45.cells,count,Mean number of peri- and intra-islet leucocytes (CD45+) per islet,,cell,leukocyte,islet of Langerhans,0,Yes,,,MP:0004031,insulitis,,,1,1,,,immunostaining,Reddy et al. (2015),,,,Table 3: Mean number of peri- and intra-islet leucocytes and the sum of the two in relation to insulin-positive and -negative islets and the percentage of islets with insulitis in insulin-positive and -negative islets in non-diabetic and diabetic cases.,https://link.springer.com/article/10.1007%2Fs00125-015-3519-6#Tab3
PMID25687234,Reddy et al. (2015),CD45.cells.periislet,count,Mean number of peri-islet leucocytes (CD45+) per islet,,cell,leukocyte,islet of Langerhans,0,Yes,,,MP:0004031,insulitis,,,1,1,,,immunostaining,Reddy et al. (2015),,,,Table 3: Mean number of peri- and intra-islet leucocytes and the sum of the two in relation to insulin-positive and -negative islets and the percentage of islets with insulitis in insulin-positive and -negative islets in non-diabetic and diabetic cases.,https://link.springer.com/article/10.1007%2Fs00125-015-3519-6#Tab3
PMID25687234,Reddy et al. (2015),CD45.cells.intraislet,count,Mean number of intra-islet leucocytes (CD45+) per islet,,cell,leukocyte,islet of Langerhans,0,Yes,,,MP:0004031,insulitis,,,1,1,,,immunostaining,Reddy et al. (2015),,,,Table 3: Mean number of peri- and intra-islet leucocytes and the sum of the two in relation to insulin-positive and -negative islets and the percentage of islets with insulitis in insulin-positive and -negative islets in non-diabetic and diabetic cases.,https://link.springer.com/article/10.1007%2Fs00125-015-3519-6#Tab3
PMID25687234,Reddy et al. (2015),InsPos.CD45.cells,count,Mean number of peri- and intra-islet leucocytes (CD45+) per insulin-positive islet,,cell,leukocyte,islet of Langerhans,0,Yes,,,MP:0004031,insulitis,,,1,1,,,immunostaining,Reddy et al. (2015),,,,Table 3: Mean number of peri- and intra-islet leucocytes and the sum of the two in relation to insulin-positive and -negative islets and the percentage of islets with insulitis in insulin-positive and -negative islets in non-diabetic and diabetic cases.,https://link.springer.com/article/10.1007%2Fs00125-015-3519-6#Tab3
PMID25687234,Reddy et al. (2015),InsNeg.CD45.cells,count,Mean number of peri- and intra-islet leucocytes (CD45+) per insulin-negative islet,,cell,leukocyte,islet of Langerhans,0,Yes,,,MP:0004031,insulitis,,,,,,,,Reddy et al. (2015),,,,Table 3: Mean number of peri- and intra-islet leucocytes and the sum of the two in relation to insulin-positive and -negative islets and the percentage of islets with insulitis in insulin-positive and -negative islets in non-diabetic and diabetic cases.,https://link.springer.com/article/10.1007%2Fs00125-015-3519-6#Tab3
PMID25687234,Reddy et al. (2015),InsPos.CD45.cells.periislet,count,Mean number of peri-islet leucocytes (CD45+) per insulin-positive islet,,cell,leukocyte,islet of Langerhans,0,Yes,,,MP:0004031,insulitis,,,,,,,,Reddy et al. (2015),,,,Table 3: Mean number of peri- and intra-islet leucocytes and the sum of the two in relation to insulin-positive and -negative islets and the percentage of islets with insulitis in insulin-positive and -negative islets in non-diabetic and diabetic cases.,https://link.springer.com/article/10.1007%2Fs00125-015-3519-6#Tab3
PMID25687234,Reddy et al. (2015),InsNeg.CD45.cells.periislet,count,Mean number of peri-islet leucocytes (CD45+) per insulin-negative islet,,cell,leukocyte,islet of Langerhans,0,Yes,,,MP:0004031,insulitis,,,1,1,,,immunostaining,Reddy et al. (2015),,,,Table 3: Mean number of peri- and intra-islet leucocytes and the sum of the two in relation to insulin-positive and -negative islets and the percentage of islets with insulitis in insulin-positive and -negative islets in non-diabetic and diabetic cases.,https://link.springer.com/article/10.1007%2Fs00125-015-3519-6#Tab3
PMID25687234,Reddy et al. (2015),InsPos.CD45.cells.intraislet,count,Mean number of intra-islet leucocytes (CD45+) per insulin-positive islet,,cell,leukocyte,islet of Langerhans,0,Yes,,,MP:0004031,insulitis,,,1,1,,,immunostaining,Reddy et al. (2015),,,,Table 3: Mean number of peri- and intra-islet leucocytes and the sum of the two in relation to insulin-positive and -negative islets and the percentage of islets with insulitis in insulin-positive and -negative islets in non-diabetic and diabetic cases.,https://link.springer.com/article/10.1007%2Fs00125-015-3519-6#Tab3
PMID25687234,Reddy et al. (2015),InsNeg.CD45.cells.intraislet,count,Mean number of intra-islet leucocytes (CD45+) per insulin-negative islet,,cell,leukocyte,islet of Langerhans,0,Yes,,,MP:0004031,insulitis,,,,,,,,Reddy et al. (2015),,,,Table 3: Mean number of peri- and intra-islet leucocytes and the sum of the two in relation to insulin-positive and -negative islets and the percentage of islets with insulitis in insulin-positive and -negative islets in non-diabetic and diabetic cases.,https://link.springer.com/article/10.1007%2Fs00125-015-3519-6#Tab3
PMID25687234,Reddy et al. (2015),InsPos.CD45.prct,%,Percent of insulin-positive islets with insulitis (with CD45+ infiltrates),,cell,leukocyte,islet of Langerhans,0,Yes,,,MP:0004031,insulitis,,,,,,,,Reddy et al. (2015),,,,Table 3: Mean number of peri- and intra-islet leucocytes and the sum of the two in relation to insulin-positive and -negative islets and the percentage of islets with insulitis in insulin-positive and -negative islets in non-diabetic and diabetic cases.,https://link.springer.com/article/10.1007%2Fs00125-015-3519-6#Tab3
PMID25687234,Reddy et al. (2015),InsNeg.CD45.prct,%,Percent of insulin-negative islets with insulitis (with CD45+ infiltrates),,cell,leukocyte,islet of Langerhans,0,Yes,,,MP:0004031,insulitis,,,,,,,,Reddy et al. (2015),,,,Table 3: Mean number of peri- and intra-islet leucocytes and the sum of the two in relation to insulin-positive and -negative islets and the percentage of islets with insulitis in insulin-positive and -negative islets in non-diabetic and diabetic cases.,https://link.springer.com/article/10.1007%2Fs00125-015-3519-6#Tab3
PMID25687234,Reddy et al. (2015),CD45.prct,%,Percent of islets with insulitis (with CD45+ infiltrates),,cell,leukocyte,islet of Langerhans,0,Yes,,,MP:0004031,insulitis,,,,,,,,Reddy et al. (2015),,,,Table 3: Mean number of peri- and intra-islet leucocytes and the sum of the two in relation to insulin-positive and -negative islets and the percentage of islets with insulitis in insulin-positive and -negative islets in non-diabetic and diabetic cases.,https://link.springer.com/article/10.1007%2Fs00125-015-3519-6#Tab3
PMID25576800,Harms et al. (2015),IL18.cells,%,"Percent of islets with at least two IL-18+ cells, quantitated in 25 islets per sample",,cell,islet of Langerhans,islet of Langerhans,0,Contact authors,,,,,,,1,1,,,immunostaining,Harms et al. (2015),,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4315765/figure/F5/
PMID25576800,Harms et al. (2015),IL18.cells.high,%,"Percent of islets with at least five IL-18+ cells, quantitated in 25 islets per sample",,cell,islet of Langerhans,islet of Langerhans,0,Contact authors,,,,,,,1,1,,,immunostaining,Harms et al. (2015),,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4315765/figure/F5/
PMID25532042,Grzesik et al. (2014),x12LO,"[Positive,Negative]",Staining for 12LO (positive or negative),,protein,islet of Langerhans,islet of Langerhans,0,Yes,239,,,,,,1,1,,,immunostaining,Grzesik et al. (2014),,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4333045/figure/F2/
PMID25532042,Grzesik et al. (2014),islet.area,%,Islet area as % of pancreas area,,tissue,islet of Langerhans,pancreas,0,Contact authors,,,MP:0009166,abnormal pancreatic islet number,,,1,1,,,immunostaining,Grzesik et al. (2014),,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4333045/figure/F2/
PMID25532042,Grzesik et al. (2014),beta.area,%,Beta cells as % of islet area,,cell,type B pancreatic cell,pancreas,0,Contact authors,,,MP:0020578,abnormal pancreatic beta cell number,,,1,1,,,immunostaining,Grzesik et al. (2014),,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4333045/figure/F2/
PMID25532042,Grzesik et al. (2014),x12LO.pancreas,%,Expression of 12LO as % of pancreas area,,protein,pancreas,pancreas,0,Contact authors,,,,,,,1,1,,,immunostaining,Grzesik et al. (2014),,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4333045/figure/F2/
PMID25532042,Grzesik et al. (2014),x12LO.islet,%,Expression of 12LO as % of islet area,,protein,islet of Langerhans,islet of Langerhans,0,Contact authors,,,,,,,1,1,,,immunostaining,Grzesik et al. (2014),,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4333045/figure/F2/
PMID25532042,Grzesik et al. (2014),x12LO.beta,%,Expression of 12LO as % of beta cell area (insulin-positive area),,protein,type B pancreatic cell,type B pancreatic cell,0,Contact authors,,,,,,,1,1,,,immunostaining,Grzesik et al. (2014),,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4333045/figure/F2/
PMID25422108,Krogvold et al. (2014),VP1,"[Positive,Negative]",Enterovirus VP1 expression (positive or negative). See note.,Viral-related,protein,islet of Langerhans,islet of Langerhans,0,Contact authors,,,,,,,1,1,,,immunostaining,Krogvold et al. (2014),,,"Included only nondiabetic organ donors from nPOD, used as controls for DiVid cohort. All samples tested negative for VP1.",,
PMID25226365,Subauste et al. (2014),beta.mass,grams,Estimated beta cell mass,,cell,type B pancreatic cell,islet of Langerhans,0,Contact authors,,,,,,,1,1,,,immunostaining,Subauste et al. (2014),"Insulin stained area was quantified with ImageProplus (Media Cybernetics, Rockville, MD) and expressed as ratio to the total pancreatic area. The average ratio between insulin stained area and total areas was multiplied by the pancreatic weight in gms thus yielding the estimated BCM in gms.",,,,
PMID25077543,Piran et al. (2014),delta2alpha,somatostatin+ area/glucagon+ area,Delta to alpha cell ratio,,cell,islet of Langerhans,islet of Langerhans,0,Contact authors,,,,,,,1,1,,,immunostaining,Piran et al. (2014),,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4123101/figure/fig6/
PMID24947367,Rodriguez-Calvo et al. (2014),CD8.cells,CD8+ cells/mm^2,Mean CD8+ cell infiltration reported as mean density values,,cell,"CD8-positive, alpha-beta T cell",islet of Langerhans,0,Yes,,,MP:0004031,insulitis,,,1,1,,,immunostaining,Rodriguez-Calvo et al. (2014),An average of 10 to 15 stained images (surface area of 1.215 mm2) from each tissue section acquired and analysis was performed using a custom macro developed in MATLAB and ImageJ. islet regions were identified as contiguous areas of insulin or glucagon staining at or above a threshold intensity value. CD8+ cells were identified as areas of CD8 staining using optimized and identical threshold values for intensity and size for all the images. A comparison between manual counts and software-assisted counts was performed in 15 images in order to validate the macro used to quantify CD8+ cells.,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4207385/bin/supp_db14-0549_DB140549SupplementaryData.pdf
PMID24947367,Rodriguez-Calvo et al. (2014),CD4.cells,CD4+ cells/mm^2,Mean CD4+ cell infiltration reported as mean density values,,cell,"CD4-positive, alpha-beta T cell",islet of Langerhans,0,Yes,,,MP:0004031,insulitis,,,1,1,,,immunostaining,Rodriguez-Calvo et al. (2014),For CD4 five images from each donor were analyzed manually.,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4207385/bin/supp_db14-0549_DB140549SupplementaryData.pdf
PMID24947367,Rodriguez-Calvo et al. (2014),CD11c.cells,CD11c+ cells/mm^2,Mean immune cell infiltration reported as mean density values,,cell,dendritic cell,islet of Langerhans,0,Yes,,,,,,,1,1,,,immunostaining,Rodriguez-Calvo et al. (2014),For CD11c five images from each donor were analyzed manually.,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4207385/bin/supp_db14-0549_DB140549SupplementaryData.pdf
PMID24939426,Arif et al. (2014),CD20.cat,"[Lo,Hi]",Mean CD20+ cells (cells stained per islet) and categorized into CD20Hi or CD20Lo; only for islets with residual immune staining for insulin,,cell,B cell,islet of Langerhans,0,Contact authors,,,MP:0004031,insulitis,,,1,1,,,immunostaining,Arif et al. (2014),CD20 staining was used to subdivide 21 patients into CD20Hi and CD20Lo categories by using mean CD20+ cell counts above (CD20Hi) and below (CD20Lo) 3.7 cells/islet.,,,Figure 4: Immunohistological analysis of pancreas from patients with type 1 diabetes reveals heterogeneity of insulitis. ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4207393/figure/F4/
PMID24939426,Arif et al. (2014),CD8.cells,cells/islet,Mean CD8+ cells (cells stained per islet); only for islets with residual immune staining for insulin,,cell,"CD8-positive, alpha-beta T cell",islet of Langerhans,0,Contact authors,,,MP:0004031,insulitis,,,,,,,,Arif et al. (2014),,,,,
PMID24939426,Arif et al. (2014),CD68.cells,cells/islet,Mean CD68+ cells (cells stained per islet); only for islets with residual immune staining for insulin,,cell,macrophage,islet of Langerhans,0,Contact authors,,,,,,,,,,,,Arif et al. (2014),,,,,
PMID24939426,Arif et al. (2014),CD4.cells,cells/islet,Mean CD4+ cells (cells stained per islet); only for islets with residual immune staining for insulin,,cell,"CD4-positive, alpha-beta T cell",islet of Langerhans,0,Contact authors,,,MP:0004031,insulitis,,,,,,,,Arif et al. (2014),,,,,
PMID24677718,Bogdani et al. (2014),Hyaluronan.islet,HA+ area/mm^2,Hyaluronan-positive area in peri- and intra-islet ,,protein,islet of Langerhans,islet of Langerhans,0,Contact authors,,,,,,,,1,,,immunostaining,Bogdani et al. (2014),,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4113060/figure/F2/
PMID24677718,Bogdani et al. (2014),Hyaluronan.follicle,%,Hyaluronan-positive area in splenic B cell follicles,,protein,spleen lymphoid follicle,spleen,0,Contact authors,,,,,,,,1,,,immunostaining,Bogdani et al. (2014),,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4113060/figure/F6/
PMID24677718,Bogdani et al. (2014),Hyaluronan.spleen,%,Hyaluronan-positive area in splenic T cell area,,protein,other,spleen,0,Contact authors,,,,,,,,1,,,immunostaining,Bogdani et al. (2014),,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4113060/figure/F6/
PMID24677718,Bogdani et al. (2014),Hyaluronan.PLN,%,Hyaluronan-positive area in pancreatic lymph node (PLN) tissue area ,,protein,pancreatic lymph node,pancreatic lymph node,0,Contact authors,,,,,,,,1,,,immunostaining,Bogdani et al. (2014),,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4113060/figure/F6/
PMID24677718,Bogdani et al. (2014),IalphaI,,Characterization of hyaluronan-binding protein,,protein,islet of Langerhans,islet of Langerhans,0,Contact authors,,,,,,,,,,,immunostaining,Bogdani et al. (2014),,,,,
PMID24677718,Bogdani et al. (2014),Versican,,Characterization of hyaluronan-binding protein,,protein,islet of Langerhans,islet of Langerhans,0,Contact authors,,,,,,,,,,,immunostaining,Bogdani et al. (2014),,,,,
PMID24677718,Bogdani et al. (2014),TSG6,,Characterization of hyaluronan-binding protein,,protein,islet of Langerhans,islet of Langerhans,0,Contact authors,,,,,,,,,,,immunostaining,Bogdani et al. (2014),,,,,
PMID24498006,Ye et al. (2014),Mmc.cells,total no. MMc/total cells (%),Maternal microchimeric cell quantification in pancreas,,cell,other,pancreas,0,Yes,,,,,,,,1,,,immunostaining,Ye et al. (2014),,,,Table 2: Frequencies of MMc in T1D and control male human pancreases.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3909047/table/pone-0086985-t002/
PMID24498006,Ye et al. (2014),Ins.Mmc.cells,no. of insulin+ MMc/total cells (%),Enrichment of MMcs in the beta cell fraction,,cell,type B pancreatic cell,islet of Langerhans,0,Yes,,,,,,,,1,,,immunostaining,Ye et al. (2014),,,,Table 2: Frequencies of MMc in T1D and control male human pancreases.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3909047/table/pone-0086985-t002/
PMID24264405,Yip et al. (2013),Adora1,,Expression of adenosine A1 receptor (Adora1) by staining; no quantification,,protein,islet of Langerhans,islet of Langerhans,0,Contact authors,,,,,,,,,,,immunostaining,Yip et al. (2013),,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3837064/figure/F3/
PMID24264405,Yip et al. (2013),ADORA1.var,,Presence of a Adora1 variant assessed by RT-PCR,,genotype,islet of Langerhans,islet of Langerhans,0,Yes,134,,,,,,,,,,immunostaining,Yip et al. (2013),,,,Fig 4: An alternatively spliced isoform of Adora1 is expressed in the pancreas of NOD and AA+ patients.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3837064/figure/F4/
PMID23920110,Kavishwar et al. (2013),sphingo.score,staining intensity score,Quantification of sphingomyelin (SM) patches as IC2-antibody staining intensity,,protein,islet of Langerhans,islet of Langerhans,0,Yes,,,MP:0009823,abnormal sphingomyelin level,,,,,,,immunostaining,Kavishwar et al. (2013),,,,Table 1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3840740/table/table1-0022155413502792/
PMID23920110,Kavishwar et al. (2013),Ins.score,staining intensity score,Staining for Insulin,,protein,islet of Langerhans,islet of Langerhans,0,Yes,,,,,,,,,,,,Kavishwar et al. (2013),,,,Table 1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3840740/table/table1-0022155413502792/
PMID23920110,Kavishwar et al. (2013),Gcg.score,staining intensity score,Staining for Glucagon,,protein,islet of Langerhans,islet of Langerhans,0,Yes,,,,,,,,,,,,Kavishwar et al. (2013),,,,Table 1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3840740/table/table1-0022155413502792/
PMID23904478,Chen et al. (2013),IL15,normalized expression,Expression of IL-15 mRNA reported as normalized counts to three housekeeping genes,,transcript,islet of Langerhans,islet of Langerhans,0,Individual-level data not available,,,,,,,0,1,,,immunostaining,Chen et al. (2013),,,Individual-level data is not available.,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3746870/figure/fig06/
PMID23904478,Chen et al. (2013),IL15Ra,normalized expression,Expression of IL-15Ralpha reported as normalized counts to three housekeeping genes,,transcript,islet of Langerhans,islet of Langerhans,0,Individual-level data not available,,,,,,,0,1,,,immunostaining,Chen et al. (2013),,,Individual-level data is not available.,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3746870/figure/fig06/
PMID23904478,Chen et al. (2013),MxA.pos,"[0,1]",Positive for expression of MxA (a GTPase induced by type 1 IFN) as detected by staining,,protein,islet of Langerhans,islet of Langerhans,0,Yes,4599,,,,,,0,1,,,immunostaining,Chen et al. (2013),,"In text: Immunohistochemistry demonstrated IL-15 expression in the islets in all T1D patients examined (four out of four, nPOD-6038, nPOD-6046, nPOD-6050, and nPOD-6084), whereas IL-15 was detected only in the pancreatic islets in one out of four normal donors and two out of five autoantibody positive donors (Fig. 6A). Interestingly, in two cases where IL-15 was positive, we also detected islet expression of MxA, a GTPase induced by type 1 IFN (?/?), that has been reported to interfere with virus multiplication and spread (28) (Fig. S6).",Data values are mentioned in publication text.,"Fig S6: Increased expression of MxA in the islets of a patient with type 1 diabetes [Network for Pancreatic Organ Donors (nPOD)-6084] and an autoantibody
positive donor (nPOD-6023).",http://www.pnas.org/lookup/suppl/doi:10.1073/pnas.1312911110/-/DCSupplemental/pnas.201312911SI.pdf?targetid=nameddest=SF6
PMID23139348,Korpos et al. (2012),BM.pos,"[0,1]","Normal/intact extracellular matrix (ECM) composition based on staining for basement membrane (BM) components; pan-laminin, collagen, perlecan, agrin, nidogen1/2",,tissue,pancreas,pancreas,0,Yes,,,MP:0004272,abnormal basement membrane morphology,,,1,1,,1 = intact; 0 = no staining in some areas,immunostaining,Korpos et al. (2012),,,,Supplementary Table 2: Summary of analyzed nPOD samples.,http://diabetes.diabetesjournals.org/highwire/filestream/72250/field_highwire_adjunct_files/0/DB120432SupplementaryData.pdf
PMID23139348,Korpos et al. (2012),IM.pos,"[0,1]","Normal/intact extracellular matrix (ECM) composition based on staining for interstitial matrix (IM) components; collagen, fibronectin, tenascin-C, matrillin, fibrillin",,tissue,pancreas,pancreas,0,Yes,,,MP:0013258,abnormal extracellular matrix morphology,,,0,0,,1 = intact; 0 = no staining in some areas,immunostaining,Korpos et al. (2012),,,,Supplementary Table 2: Summary of analyzed nPOD samples.,http://diabetes.diabetesjournals.org/highwire/filestream/72250/field_highwire_adjunct_files/0/DB120432SupplementaryData.pdf
PMID23064357,Richardson et al. (2012),VP1,Count,Enterovirus VP1 expression as # Insulin-containing islets (ICIs) with multiple VP1+ cells,Viral,protein,islet of Langerhans,islet of Langerhans,0,Yes,,,MP:0020163,increased susceptibility to virus induced diabetes,,,1,1,,,immunohistochemistry,Richardson et al. (2012),,,,Table 1: nPOD type 1 diabetes patients and non-diabetic controls.,https://link.springer.com/article/10.1007%2Fs00125-012-2745-4#Tab1
PMID23064357,Richardson et al. (2012),ICI,Count,Count of insulin-containing islets,,cell,islet of Langerhans,islet of Langerhans,0,Yes,,,MP:0020578,abnormal pancreatic beta cell number,,,,,,,,Richardson et al. (2012),,,,Table 1: nPOD type 1 diabetes patients and non-diabetic controls.,https://link.springer.com/article/10.1007%2Fs00125-012-2745-4#Tab1
PMID23064357,Richardson et al. (2012),VP1.ICI,%,Enterovirus VP1 expression as percent of insulin-containing islets with multiple VP1+ cells (VP1/ICI),Viral,phenotype,islet of Langerhans,islet of Langerhans,0,Yes,,,MP:0020163,increased susceptibility to virus induced diabetes,,,,,,,,Richardson et al. (2012),,,This is a derived feature. See VP1 and ICI.,Table 1: nPOD type 1 diabetes patients and non-diabetic controls.,https://link.springer.com/article/10.1007%2Fs00125-012-2745-4#Tab1
PMID22923498,Yip et al. (2012),EIF4G3,expression relative to housekeeping gene (beta-actin) x10E-6,EIF4G3 mRNA expression,,transcript,islet of Langerhans,islet of Langerhans,0,Contact authors,,,,,,,0,1,,,immunostaining,Yip et al. (2012),,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3604916/figure/MJS052F2/
PMID22923498,Yip et al. (2012),EIF4G1,expression relative to housekeeping gene (GAPDH) x10E-3,EIF4G1 mRNA expression,,transcript,islet of Langerhans,islet of Langerhans,0,Contact authors,,,,,,,0,0,,,immunostaining,Yip et al. (2012),,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3604916/figure/MJS052F2/
PMID22745242,Gregg et al. (2012),islet.diameter,micrometer (uM),Average islet diameter,,tissue,islet of Langerhans,islet of Langerhans,0,Contact authors,,,,,,,,,,,immunostaining,Gregg et al. (2012),,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3431572/bin/supp_jc.2012-1206_12-1206_supp_data.pdf
PMID22745242,Gregg et al. (2012),beta2alpha,ratio,Beta cell to alpha cell ratio,,cell,type B pancreatic cell|pancreatic A cell,islet of Langerhans,0,Contact authors,,,,,,,,,,,immunostaining,Gregg et al. (2012),"The numbers of insulin-positive beta-cells and glucagon-positive a-cells were counted and the islet b-cell to a-cell ratio calculated, with at least 10 islets analyzed per section.",,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3431572/figure/F1/
PMID22745242,Gregg et al. (2012),beta2delta,ratio,Beta cell to delta cell ratio,,cell,type B pancreatic cell|pancreatic ductal cell,islet of Langerhans,0,Contact authors,,,,,,,,,,,immunostaining,Gregg et al. (2012),"The numbers of insulin-positive b-cells and somatostatin-positive d-cells were counted and the islet b-cell to d-cell ratio calculated, with at least 10 islets analyzed per section.",,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3431572/figure/F2/
PMID22745242,Gregg et al. (2012),prox.neurons,micrometer (uM),Distance of a Tuj1-positive neuron from an islet cluster,,cell,peripheral nervous system neuron,islet of Langerhans,0,Contact authors,,,,,,,,,,,immunostaining,Gregg et al. (2012),,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3431572/figure/F3/
PMID22745242,Gregg et al. (2012),CK19.Ins.duct,% Ins+/CK-19+ cells and insulin+ cells associated in pancreatic ducts,Beta cell neogenesis from ductal cells reported as percentage insulin+/CK-19+ cells and insulin+ cells associated in pancreatic ducts,,cell,type B pancreatic cell,islet of Langerhans,0,Contact authors,,,,,,,,,,,immunostaining,Gregg et al. (2012),,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3431572/figure/F4/
PMID22745242,Gregg et al. (2012),Ki67.Ins,% Ins+ cells,Beta cell proliferation measured as insulin+/Ki67+ cells as a percentage of all insulin-positive cells in each section,,cell,type B pancreatic cell,islet of Langerhans,0,Contact authors,,,,,,,,,,,immunostaining,Gregg et al. (2012),,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3431572/figure/F5/
PMID22745242,Gregg et al. (2012),CK19.Ins,% CK-19+ cells,Ductal cell proliferation measured as CK-19+/Ki67+ cells as a percentage of all CK-19-positive cells in each section,,cell,pancreatic ductal cell,islet of Langerhans,0,Contact authors,,,,,,,,,,,immunostaining,Gregg et al. (2012),,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3431572/figure/F6/
PMID22699564,Marhfour et al. (2012),CHOP,,CHOP immunostaining intensity,ER,protein,islet of Langerhans,islet of Langerhans,0,Contact authors,,,,,,,,,,,immunostaining,Marhfour et al. (2012),,,,,https://media.springernature.com/original/springer-static/image/art%3A10.1007%2Fs00125-012-2604-3/MediaObjects/125_2012_2604_Fig2_HTML.gif
PMID22699564,Marhfour et al. (2012),BIP,,BIP immunostaining intensity,ER,protein,islet of Langerhans,islet of Langerhans,0,Contact authors,,,,,,,,,,,immunostaining,Marhfour et al. (2012),,,,,https://media.springernature.com/original/springer-static/image/art%3A10.1007%2Fs00125-012-2604-3/MediaObjects/125_2012_2604_Fig2_HTML.gif
PMID22699564,Marhfour et al. (2012),XBP1,,XBP-1 immunostaining intensity,ER,protein,islet of Langerhans,islet of Langerhans,0,Contact authors,,,,,,,,,,,immunostaining,Marhfour et al. (2012),,,,,https://media.springernature.com/original/springer-static/image/art%3A10.1007%2Fs00125-012-2604-3/MediaObjects/125_2012_2604_Fig2_HTML.gif
PMID22213807,Coppieters et al. (2012),Ins.score,"[Normal,Decreased,Negative]","Insulin expression, category",,protein,islet of Langerhans,islet of Langerhans,0,Yes,,,MP:0009255,degranulated pancreatic beta cells,,,1,1,,"insulin: ++, normal numbers of insulin-sufficient islets, in excess of 50 per section; +, decreased numbers (<50; average insulin + islet size reduced);  -, negative",immunostaining,Coppieters et al. (2012),,,,"Table S1: Insulin, CD8, and HLA Class I expression patterns within pancreatic islets from diabetic individuals and controls",http://jem.rupress.org/highwire/filestream/102893/field_highwire_adjunct_files/0/JEM_20111187_sm.pdf
