Table S1. 5368 protein groups identified in pancreatic tissue.																									
Majority protein IDs	Protein names	Gene names	Mol. weight [kDa]	Sequence coverage [%]	Peptides	Unique peptides	Score	Q-value	HC_1 reporter ion intensity	HC_2 reporter ion intensity	HC_3 reporter ion intensity	HC_4 reporter ion intensity	HC_5 reporter ion intensity	T1D_1 reporter ion intensity	T1D_2 reporter ion intensity	T1D_3 reporter ion intensity	T1D_4 reporter ion intensity	T1D_5 reporter ion intensity	BCGA_microarray data_ductal cells	BCGA_microarray data_exocrine pancreas	BCGA_microarray data_pancreatic islets	BCGA_microarray data_primary beta cells	Identified in Kim et al (2014)_pancreas proteome researched by MaxQuant	Pancreas enriched proteinsa in Kim et al (2014)	Pancreas enriched proteins in Uhlén et al (2015)
A0A087WWK8;Q6DN90-2;Q6DN90	IQ motif and SEC7 domain-containing protein 1	IQSEC1	124.48	3.1	3	3	9.1867	0	4975.4	3649.4	3832.1	4421.4	4029.8	3489	3751.8	3837.5	4536.2	3798.5	Enriched	Moderate	Enriched	Enriched	YES		
A0A087WYS5;A0A087WWM0;O43617-2;O43617	Trafficking protein particle complex subunit 3	TRAPPC3	12.778	21.9	2	2	10.662	0	20448	16887	21210	24621	21418	18762	23171	22672	13971	22242	Moderate	Enriched	Enriched	Enriched	YES		
H0YMB3;A0A087WWM4;F8WAN9;Q9P2T1;H0YLV5;H0YNJ6;Q9P2T1-3;Q9P2T1-2;H0YK13;H0YN22	GMP reductase 2;GMP reductase	GMPR2	33.921	25.1	10	9	18.562	0	34254	29309	29759	27937	47815	22476	31154	23839	17124	27834	Moderate	Enriched	Enriched	No expression	YES		
A0A087WWP4;Q96T37-4;Q96T37-2;Q96T37-3;Q96T37	Putative RNA-binding protein 15	RBM15	102.13	7.1	6	6	50.625	0	10844	7855.3	13095	16980	10437	13219	13928	15791	8162.6	14913	Enriched	Moderate	Enriched	No expression	YES		
V9GYP5;A0A087WWQ2;Q92979;A0A087WVM7	Ribosomal RNA small subunit methyltransferase NEP1	EMG1	23.79	16.6	3	3	6.1382	0	30312	28053	29285	19167	35212	20893	32000	24672	19677	24177	Low	Enriched	Enriched	Moderate			
A0A087WWS1;Q96FV9;R4GMN4	THO complex subunit 1	THOC1	75.651	11	8	8	11.779	0	41051	45786	39186	42588	44482	35224	30474	28372	19545	34587	Enriched	Enriched	Enriched	No expression	YES		
A0A087WWW9;O95999	B-cell lymphoma/leukemia 10	BCL10	18.073	12.2	2	2	2.3317	0.0046222	8855.9	6659.2	7528.3	8129.7	9402	6760.7	7862.2	7943.5	3083.8	8436.3	Enriched	Moderate	Enriched	No expression	YES		
F5H5L8;F5GXV3;F5H4Z6;F5GZ45;F5H3Z4;E7EU04;A0A087WWY2;J3KQP4;P14207;A0A087WYI3;J3KR13;A0A087WXL1;P41439-2;P41439	Folate receptor beta;Folate receptor gamma	FOLR2;FOLR3	16.899	16.9	3	3	41.636	0	10547	13945	12297	16405	17224	9226.1	13348	20327	8797.9	14626	Enriched	Low	Low	Moderate			
A0A087WWY3			245.85	45.1	174	2	3.3128	0.00077942	7459.1	5891.3	5870.3	3834.9	10106	2582	7941.8	5234.1	3588.4	5903.3							
A0A087WWZ2;Q9H4Z3	Phosphorylated CTD-interacting factor 1	PCIF1	34.458	10.9	3	3	5.8153	0	2635	3069.3	2763.3	2524	3576.5	2128.8	2316.4	2480.5	1542.2	2742.1	Enriched	Moderate	Moderate	No expression	YES		
A0A087WXC5;E7ESZ7;O95299;O95299-2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	NDUFA10	40.836	22	12	12	38.603	0	115390	93905	112310	87791	137300	98457	70993	89818	44636	85826	Low	Enriched	Enriched	No expression	YES		
A0A087WXI5;P12830;P12830-2;A0A087WX17;A0A087WU43;H3BNC6	Cadherin-1;E-Cad/CTF1;E-Cad/CTF2;E-Cad/CTF3	CDH1	100.03	21	27	27	135.73	0	217810	152000	161420	208150	203390	183920	163100	166370	103150	178850	Enriched	Enriched	Enriched	Enriched	YES		
A0A087WXK9;Q15643;H0YJ97	Thyroid receptor-interacting protein 11	TRIP11	227.42	14.9	28	28	130.18	0	101760	70628	74923	112810	103100	78608	78637	80799	48357	97283	Moderate	Moderate	Enriched	Moderate	YES		
B7Z879;A0A087WXL6;Q9H270	Vacuolar protein sorting-associated protein 11 homolog	VPS11	107.37	6.2	5	5	35.145	0	25813	15920	18451	26567	19487	20391	15733	20967	9788.4	21297	Enriched	Enriched	Enriched	Enriched	YES		
A0A087WXL8;A0A075B6N8;A0A087WVW2;P01860	Ig gamma-3 chain C region	IGHG3	56.889	37.3	42	16	114.63	0	75647	69433	92326	71199	72936	65903	77399	243410	62543	75046	Moderate	Moderate	Low	Moderate	YES		
A0A087WXM6;J3QQT2;J3KRX5;P18621;P18621-3;J3QLC8;A0A0A0MRF8;P18621-2;J3KRB3;A0A087WWH0;J3QS96	60S ribosomal protein L17	RPL17	19.586	54.4	24	24	91.537	0	290990	196480	175890	180060	295860	185400	171670	234380	70820	170240	No expression	Enriched	Enriched	Enriched	YES		
C9JDP3;C9J0M6;E9PGI3;A0A087WXN4;Q96CB8	Integrator complex subunit 12	INTS12	9.4947	22.7	2	2	4.2201	0.00062539	25365	20615	25406	22102	34754	19011	33374	18969	15649	26901	Low	Moderate	Enriched	No expression	YES		
A0A087WXP3;E9PEE8;P18564-2;P18564	Integrin beta;Integrin beta-6	ITGB6	75.849	1.3	2	2	3.2402	0.0007725	19319	18001	22044	18689	17163	20638	26224	25432	10140	23317	Moderate	Enriched	Enriched	Low			
F5H1Z6;A0A087WXR2;Q9Y365;F5H8H3;F5H8G1;F5GY11;F5H0V7;H0YFF3;H0YH17;H0YGA9	PCTP-like protein	STARD10	29.043	46.4	12	12	61.052	0	63129	45035	47360	70782	69990	47791	61699	57298	40449	50180	Low	Enriched	Enriched	No expression	YES		
A0A087WXS7;O43681	ATPase ASNA1	ASNA1	37.119	16.6	8	8	23.838	0	46769	22820	28283	55786	34485	42894	43495	38620	27055	44218	Low	Enriched	Enriched	No expression	YES		
S4R399;G3V328;A0A087WXY4;C9JQV6;D3VVH9;A0A087X1A8;G3V3R7;F5H211;P54252-3;P54252-4;P54252-2;P54252;G3V3T0;G3V4F5;G3V2G2;G3V4F4;G3V5H3;G3V526;E9PJN5;G3V2G1;G3V3T6;G3V4U9;A0A0A0MS38;P54252-5	Ataxin-3	ATXN3	23.002	10.1	2	2	3.2143	0.00077042	3702.6	2248.4	3691	3327.6	3499.9	2597.9	1733.4	1316.9	822.81	2905.8	Moderate	No expression	Moderate	Low	YES		
A0A087WXZ3;Q9Y5A9-2;Q9Y5A9	YTH domain-containing family protein 2	YTHDF2	61.163	5.1	3	1	5.015	0.00043908	25276	18836	20088	21400	25060	15987	17683	17261	12084	20486	Moderate	Enriched	Enriched	No expression	YES		
A0A087WY55;Q9NP79;Q5TGM0;Q9NP79-2	Vacuolar protein sorting-associated protein VTA1 homolog	VTA1	31.102	18.6	5	5	10.364	0	17444	13960	17127	14672	21593	14320	44650	23685	26763	21912	Moderate	Enriched	Enriched	No expression	YES		
A0A087WY71;E9PFW3;Q96CW1-2;Q96CW1	AP-2 complex subunit mu	AP2M1	49.526	26.7	15	15	49.965	0	97593	74569	86527	105800	82206	95807	107690	116090	51544	103100	Low	Enriched	Enriched	Enriched	YES		
D6RAW0;D6RFM0;D6RAH7;H9KV45;A0A0A0MQU3;A0A087WY85;P62837-2;P62837;P61077;P61077-2;P61077-3;D6RA11;A0A087WW00;C9J9H9;Q9Y2X8;P51668	Ubiquitin-conjugating enzyme E2 D2;Ubiquitin-conjugating enzyme E2 D3;Ubiquitin-conjugating enzyme E2 D4;Ubiquitin-conjugating enzyme E2 D1	UBE2D3;UBE2D2;UBE2D4;UBE2D1	8.2133	36.1	3	3	15.492	0	24638	22833	21068	22758	29308	18813	47503	59930	16277	19811	Enriched	Enriched	Enriched	Enriched			
A0A087WY88;Q8N5M9	Protein jagunal homolog 1	JAGN1	20.791	14.4	7	7	32.266	0	58308	44059	47657	42933	55557	45674	44793	41078	27290	45754	Moderate	Enriched	Enriched	No expression	YES		
A0A087WYC5			52.426	43.6	63	1	8.4881	0	5568.2	6856.8	6866.7	5734.2	6758.4	5167	9436.3	4692.9	6440.8	7126.1							
A0A087WYC8;Q9BZI7-2;Q9BZI7	Regulator of nonsense transcripts 3B	UPF3B	25.232	6.5	1	1	3.179	0.00076687	5932.1	5563.8	5660.3	6673.7	4741	5273.7	3223.6	4486.7	2831.7	4468.3	Moderate	Moderate	Enriched	No expression			
A0A087WYD6;Q03519-2;Q03519;E7ENX8	Antigen peptide transporter 2	TAP2	77.596	7.4	4	3	26.136	0	16540	13103	15617	15812	17562	11416	12795	15293	6666.7	14151	Enriched	Moderate	Enriched	Low	YES		
A0A087WYF7;Q6UXV4;A0A087WUX8	MICOS complex subunit MIC27	APOOL	29.205	37.7	11	11	48.065	0	51093	37903	46952	41295	62100	31772	36545	33296	19419	47946	Low	No expression	Moderate	No expression	YES		
A0A087WYF8;A0A0A0MQY0;Q53GG5-2;Q53GG5	PDZ and LIM domain protein 3	PDLIM3	21.754	26.9	5	5	24.691	0	9207.8	6859.6	7521.2	6294.3	8471	7341.6	8789.1	6339.6	3170.7	7823.2	No expression	Moderate	Enriched	Low	YES		
A0A087WYN9;Q7Z478	ATP-dependent RNA helicase DHX29	DHX29	155.29	12.9	15	15	63.621	0	53274	42531	42282	42668	56525	46785	39660	44401	24390	47123	Moderate	Enriched	Enriched	Moderate	YES		
A0A087WYP2;Q8IZQ5;H0YE28	Selenoprotein H	SELH;C11orf31	13.303	29.8	5	5	12.469	0	25556	33772	39595	16378	58979	21294	51940	63536	24191	30864	Enriched	Enriched	Enriched	No expression			
A0A087WYR3;O43399;O43399-5;O43399-7;O43399-2;O43399-4;O43399-3;O43399-6;A0A087WZ51	Tumor protein D54	TPD52L2	23.764	47.7	19	19	79.585	0	88558	78860	84714	83902	87766	96900	98195	103250	71950	98792	No expression	Moderate	Enriched	Enriched	YES		
A0A087WYR4;A0A087WU42;A0A087X2A1;A0A075B6K8;P0CG04	Ig lambda-1 chain C regions	IGLC1	24.83	46	21	0	299.55	0	131640	114930	160990	222780	119890	154370	170890	701830	87216	155640	Low	Moderate	Moderate	Moderate	YES		
A0A087WYS1;E7EUC7;Q16851-2;Q16851	UTP--glucose-1-phosphate uridylyltransferase	UGP2	56.967	47	46	46	323.31	0	137100	94368	110750	146150	117900	151880	181150	252050	92211	161710	Enriched	Enriched	Enriched	Enriched	YES		
A0A087WYS3;H7C4X9;A0A0A0MTK7;A0A0A0MRQ3;Q9ULU4-4;Q9ULU4-3;Q9ULU4-6;Q9ULU4-17;Q9ULU4-15;Q9ULU4-23;Q9ULU4-8;Q9ULU4-21;Q9ULU4-18;Q9ULU4-14;Q9ULU4-12;Q9ULU4-22;Q9ULU4-16;Q9ULU4-9;Q9ULU4-5;Q9ULU4-20;Q9ULU4;Q9ULU4-13;Q9ULU4-10;Q9ULU4-11;Q9ULU4-7;Q9ULU4-19;A0A08	Protein kinase C-binding protein 1	ZMYND8	121.25	2	2	2	7.9639	0	11094	8595.5	10619	9371.8	12252	7553.5	6430.8	7396.2	4694.4	9984	Enriched	Moderate	Enriched	Moderate	YES		
A0A087WYT3;Q15185-4;Q15185;Q15185-3	Prostaglandin E synthase 3	PTGES3	19.155	42.7	15	15	45.024	0	87310	56282	79468	60114	74541	102560	115830	127840	65248	105980	Enriched	Enriched	Enriched	Low	YES		
A0A087WYU1;Q9Y5X1	Sorting nexin-9	SNX9	66.476	16.7	13	13	29.996	0	60348	42063	54975	71660	57705	61822	55231	71511	28226	75776	Moderate	Moderate	Enriched	Low	YES		
A0A087WYV5;X6R3P0;O94813-3;O94813-2;O94813;E9PCX4	Slit homolog 2 protein;Slit homolog 2 protein N-product;Slit homolog 2 protein C-product	SLIT2	159.98	2	2	2	15.296	0	23323	18315	19525	22507	25004	21596	18193	18671	7427.9	20037	Low	Moderate	Moderate	Moderate	YES		
A0A087WYV8;P35556;D6REJ2;D6RJI3;P35556-2	Fibrillin-2	FBN2	314.67	1.9	6	2	17.314	0	10987	8092.9	10131	9496.5	11237	10898	13092	23329	3011.3	17839	No expression	No expression	Low	Moderate	YES		
A0A087WYW3;P30414	NK-tumor recognition protein;Putative peptidyl-prolyl cis-trans isomerase	NKTR	131.82	2	2	2	3.0995	0.00095057	5282.6	4047.4	4883.7	4800.8	6538.1	5175.7	5075.6	5855.1	3852.7	7622.3	Moderate	Moderate	Enriched	No expression			
H7BYV1;E9PS44;E9PQN9;A0A087WZ04;P13164;Q01629;Q01628	Interferon-induced transmembrane protein 1;Interferon-induced transmembrane protein 2;Interferon-induced transmembrane protein 3	IFITM2;IFITM3;IFITM1	8.0866	13.5	1	1	2.1818	0.0056052	1275.4	1587.9	1701.1	997.5	2051.8	1938.3	2618.9	1363.6	2916.5	1912.5	Enriched	Enriched	Enriched	Low			
E9PKS4;B3KUF4;A0A087WZ09;P43694;P43694-2	Transcription factor GATA-4	GATA4	19.013	29.7	6	4	28.525	0	27302	22166	22595	24076	33457	13627	20532	19588	16108	21992	Enriched	Moderate	Low	Low	YES		
A0A087WZ13;E9PAU2;Q8IY67-2	Ribonucleoprotein PTB-binding 1	RAVER1	77.843	14.3	9	9	31.324	0	15029	11857	13025	13070	13040	15849	22510	23990	12399	17608	No expression	No expression	Moderate	No expression	YES		
B7Z385;A0A087X0J3;A0A087WZ15;E9PDI2;P40123-2;P40123;P40123-3	Adenylyl cyclase-associated protein;Adenylyl cyclase-associated protein 2	CAP2	39.911	12.6	7	6	8.0071	0	14261	14149	13924	14636	17703	12064	12757	11735	8120.7	14287	Moderate	Low	Moderate	Moderate	YES		
A0A087WZ38;Q86W51		PDCD6	13.958	19.5	5	3	8.3762	0	4252	4956.3	5104.8	4587.5	5047.3	2766.7	5481	4806.8	5954.4	5587.5	Low	Moderate	Enriched	Enriched			
H0YCW6;A0A087WZ62;Q9H6U8-2;Q9H6U8-4;Q9H6U8;Q9H6U8-3	Alpha-1,2-mannosyltransferase ALG9	ALG9	24.198	40.6	9	9	20.085	0	106200	77806	71121	75325	85644	63364	68210	74281	41014	68579	No expression	Enriched	Enriched	No expression	YES		
A0A087WZD8;Q8WUA4-2;Q8WUA4	General transcription factor 3C polypeptide 2	GTF3C2	63.874	7.2	3	3	9.5841	0	13994	11273	13074	9401.3	17241	10134	16262	13474	12180	13837	Enriched	Enriched	Enriched	Moderate	YES		
A0A087WZG4;M0R150;Q6ZSZ5-2;Q6ZSZ5;M0QZS0	Rho guanine nucleotide exchange factor 18	ARHGEF18	116.32	2.1	2	2	9.4826	0	1369.9	1308.5	2247.5	666.07	2268.3	1498	4078.3	2201.8	2668.4	2937.9	Enriched	Enriched	Enriched	Enriched	YES		
A0A087WZH7;P29966	Myristoylated alanine-rich C-kinase substrate	MARCKS	31.595	42.7	30	29	323.31	0	191770	210290	278190	139950	282470	144850	434210	323440	275590	296440	Moderate	Enriched	Enriched	Enriched	YES		
A0A087WZH9;P01608;P01594	Ig kappa chain V-I region Roy;Ig kappa chain V-I region AU		11.842	39.8	9	0	190.17	0	34619	36531	46696	34164	38842	31338	34478	124050	27538	35308							
H0YAE9;D6REQ6;D6RHI9;A0A087WZM2;O00584	Ribonuclease T2	RNASET2	21.772	20.5	3	3	16.685	0	2704.8	1485.8	2036.3	3055.3	2522.5	2064.2	2016.4	1838.5	2819	2088.7	Moderate	Enriched	Enriched	No expression	YES		
A0A087WZN1;O43837;A0A087X2E5;O43837-2	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	IDH3B	42.41	24	12	11	44.861	0	34612	23782	27472	31516	35054	31935	29509	31767	16941	32672	Enriched	Enriched	Enriched	Enriched	YES		
A0A087X0T8;A0A087X105;A0A087WZW4;A0A087X1W8;A0A0A0MTJ8;A0A087WZR6;X5DQS5;Q9BY67-2;Q9BY67-5;Q9BY67;Q9BY67-4;Q9BY67-3;F5H125;H0YG94	Cell adhesion molecule 1	CADM1	38.78	9	5	5	5.4408	0	22347	19833	31338	18935	35527	16003	21194	14836	21585	20191	Enriched	Moderate	Enriched	Enriched	YES		
A0A087WZV0;O43314-2;O43314;H0Y9S9	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2	PPIP5K2	144.36	8.1	8	6	15.008	0	6234	6908.7	8254.7	4439.2	8794.5	7211.3	6009.4	5372.8	3258.4	5122.5					YES		
B5MD00;A0A087WZY2;A6NIV2;Q9P0U1	Mitochondrial import receptor subunit TOM7 homolog	TOMM7	5.6718	21.6	2	2	3.5629	0.00079349	5737.5	5111.6	6006.2	2899.6	8734.1	2501.1	5241.9	4028.6	3618.9	4548.9	Enriched	Enriched	Enriched	Enriched			
A0A087WZZ5;E9PPJ0;Q13435	Splicing factor 3B subunit 2	SF3B2	97.584	21.7	28	28	243.54	0	154310	120000	145030	123900	183430	118790	152960	145820	97264	149230	Moderate	Enriched	Enriched	Enriched	YES		
J3KPF9;A0A087X011;E9PES4;Q9Y496	Kinesin-like protein KIF3A	KIF3A	80.354	10	7	7	13.044	0	15431	13798	16110	16491	16735	13228	13756	16092	8897	17267	Low	Enriched	Enriched	No expression	YES		
A0A087X014;Q7Z570	Zinc finger protein 804A	ZNF804A	126.92	1.8	2	1	1.9518	0.0079932	4943.2	6268.1	6966.7	4601	7895.3	3224.9	8490.3	4653.9	10610	5245.1	Low	No expression	Low	Low			
A0A087X082;Q14444-2;Q14444;G3V153;E9PLA9	Caprin-1	CAPRIN1	72.755	12.5	8	8	43.962	0	48175	33672	32549	78444	35177	39535	44563	78099	26451	61342	Enriched	Enriched	Enriched	Moderate	YES		
A0A087X0C8;E7EV01;O15484;K7EP62;E9PS73	Calpain-5	ASB2;CAPN5	72.984	4.2	2	2	2.9612	0.0016882	9393.7	4493.2	5585.9	16753	4785	9373.7	7178.3	13297	3814.6	12534	Low	Moderate	Low	No expression	YES		
A0A087X0D2			4.0674	36.1	1	1	7.3815	0	10171	6455.7	16088	3720.2	14800	8840.2	6118.5	3750.7	3003	11077							
A0A087X0D5;P09668;E9PKT6	Pro-cathepsin H;Cathepsin H mini chain;Cathepsin H;Cathepsin H heavy chain;Cathepsin H light chain	CTSH	36.269	9.6	5	5	16.314	0	16732	14319	19434	15245	15918	32301	30531	30403	10303	27337	Enriched	Enriched	Enriched	Enriched	YES		
A0A087X0H9;Q5T8P6-3;Q5T8P6-2;Q5T8P6;Q5T8P6-5;Q5T8P6-4	RNA-binding protein 26	RBM26	113.79	8.1	8	8	17.893	0	38155	28712	29295	32537	33372	32637	32387	28988	20739	38869	Low	Moderate	Enriched	No expression	YES		
A0A087X0I9;Q04759-3;Q04759-2;Q04759	Protein kinase C theta type	PRKCQ	77.969	1.2	1	1	2.2925	0.0049566	2256.1	18572	6468.6	3938.6	8601.4	2748.8	23867	7814.2	4825.1	5200.3	No expression	Moderate	Moderate	Moderate	YES		
A0A087X0K0;P39059	Collagen alpha-1(XV) chain;Restin;Restin-2;Restin-3;Restin-4	COL15A1	140.06	10.5	18	18	139.79	0	129140	120460	130570	118640	138760	121760	237430	198880	94005	138490	No expression	Moderate	Enriched	Moderate	YES		
A0A087X0M4;Q9BWU0	Kanadaptin	SLC4A1AP	82.89	7.1	6	6	16.636	0	12716	14057	18883	12332	21949	17639	21768	16034	15053	16774	Moderate	Moderate	Enriched	No expression	YES		
A0A087X0M8;O00533;O00533-2	Neural cell adhesion molecule L1-like protein;Processed neural cell adhesion molecule L1-like protein	CHL1	130.79	3.9	4	4	8.7661	0	31222	23970	31467	29508	34908	30653	19361	44099	7826.2	39996	No expression	No expression	Moderate	Low	YES		
A0A087X0P4;H0YLF5;A0A0A0MTI0;P40424-2;P40424-3;P40424;H0YKH1;F8WA05;H0YLB0	Pre-B-cell leukemia transcription factor 1	PBX1	28.859	15.4	3	1	21.796	0	27365	16103	17583	20754	18659	22907	22335	30114	10722	27991	Enriched	Enriched	Enriched	Enriched			
A0A087X0P6			11.192	44.1	6	2	4.6022	0.00042671	7655.7	6743.5	7113.1	8006.6	7318.8	5864.6	6249.3	9480.5	3537.3	7791.8							
A0A087X0R6;Q9UMY4-3;Q9UMY4-2;Q9UMY4	Sorting nexin-12	SNX12	19.825	20.3	8	6	23.934	0	11961	10805	13924	10384	14572	12606	15954	16953	7023.9	14829	Moderate	Enriched	Enriched	No expression	YES		
A0A087X0R9;B8ZZK1;Q07837-3;Q07837-5;Q07837-7;Q07837-6;Q07837	Neutral and basic amino acid transport protein rBAT	SLC3A1	63.514	5.1	2	2	2.1846	0.0054329	4766.3	2677.4	3377.4	5493.6	3642.5	5274.6	7690.3	10007	3874	5981.8	Enriched	Moderate	Enriched	Low			
A0A087X0S5;P12109	Collagen alpha-1(VI) chain	COL6A1	108.34	36.5	80	80	323.31	0	453610	357440	415940	602480	444190	558720	779450	1746900	282280	647040	Enriched	Enriched	Enriched	Enriched	YES		
Q2TAM5;A0A087X0W8;Q04206-2;Q04206-3;Q04206;E9PKH5;Q04206-4	Transcription factor p65	RELA	42.868	17.8	7	4	23.687	0	33994	28652	35315	26789	40928	36773	61200	44904	49259	45968	Enriched	Enriched	Enriched	Enriched	YES		
A0A087X0W9;Q8N6M0-2;Q8N6M0	OTU domain-containing protein 6B	OTUD6B	37.325	7.7	2	2	2.3321	0.004623	23347	22816	18486	19885	22301	22769	29128	27423	15916	21554	No expression	Low	Moderate	No expression			
V9GY49;A0A087X0Y5;Q8TDY4-3;Q8TDY4	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 3	ASAP3	17.385	9.6	1	1	16.536	0	5629.4	6257.9	6906.8	4042.4	9154.1	4255.7	8950.9	5655.2	7033.2	5577.5	Enriched	Moderate	Moderate	No expression	YES		
A0A087X0Z7;H0YJ66;Q9Y394-2;Q9Y394	Dehydrogenase/reductase SDR family member 7	DHRS7	42.619	22.6	10	1	26.528	0	16092	12727	16221	12375	16568	21969	37604	44742	12218	21934	Enriched	Enriched	Enriched	Enriched	YES		
A0A087X117;Q15155;A0A087WW46	Nodal modulator 1	NOMO1	139.47	44	78	2	5.5183	0	9436.6	9488.8	9692.1	12236	10488	8561.9	9085	8409.9	6847.7	10072	No expression	Enriched	Moderate	Moderate			
A0A087X142;A6NMH6;A6NFQ9;F8W8I8;Q92599-2;Q92599-4;Q92599;Q92599-3	Septin-8	SEPT8	49.355	16.7	9	5	8.2462	0	5146.2	3849.3	6574.9	5659.6	5282.7	3811.2	11878	8311	8780.4	10139	Moderate	Enriched	Enriched	Enriched	YES		
A0A087X176;Q6ZRP7	Sulfhydryl oxidase 2	QSOX2	77.249	8.5	5	5	9.0128	0	12895	11326	8623.3	18713	8991.3	9302.8	10818	15606	8559.3	14199	Low	Enriched	Enriched	No expression	YES		
A0A087X1A5;Q5JW30;O95793-2;O95793-3;O95793;Q5JW28	Double-stranded RNA-binding protein Staufen homolog 1	STAU1	54.945	15.4	8	8	84.427	0	21680	17345	14910	28612	18236	20579	23969	27793	19910	23970	Enriched	Enriched	Enriched	Enriched	YES		
A0A087X1E4;P53365;P53365-3;P53365-2	Arfaptin-2	ARFIP2	41.595	15.5	6	6	16.346	0	44236	30713	31826	40114	42699	44305	42974	36717	27188	37078	Moderate	Enriched	Enriched	Moderate	YES		
A0A087X1G1;H7BYD0;Q16718-2;Q16718;F8WAS3;A0A087WXR5	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	NDUFA5	11.965	53.5	12	5	43.033	0	97917	65748	82414	107590	101080	96873	113190	96765	67730	112750	Moderate	Enriched	Enriched	Enriched	YES		
A0A087X1G7;O60613	15 kDa selenoprotein	SEP15	17.942	32.9	10	10	216.85	0	85968	46993	51810	120320	45084	96678	142120	217870	43955	124100	Enriched	Enriched	Enriched	Enriched	YES		
A0A087X1H5;Q15057	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2	ACAP2	88.02	6.9	6	6	45.013	0	18500	14386	18256	13338	20679	20379	49116	24714	38650	31469	Low	Moderate	Enriched	Low	YES		
A0A087X1J7;P22352;H0YBE4	Glutathione peroxidase 3	GPX3	25.402	18.7	5	5	31.002	0	15575	16480	13269	18095	14201	10806	17543	17512	8691.3	14501	Enriched	Enriched	Enriched	Moderate	YES		
A0A087X1L7;O75610;O00292;A0A087WW09;O00292-2	Left-right determination factor 1;Left-right determination factor 2	LEFTY1;LEFTY2	41.727	7	2	2	42.496	0	37936	21448	34612	31716	41646	50157	40131	86723	18594	42844	Enriched	Enriched	Moderate	Enriched	YES	YES	
A0A087X1N2;Q03701	CCAAT/enhancer-binding protein zeta	CEBPZ	114.16	4.4	4	4	11.416	0	2064.7	1053.7	1380	2963.2	1444.6	2137.6	926.74	1945.7	618.97	2679.2	Moderate	Moderate	Enriched	Moderate	YES		
F8W8P5;C9IYE1;A0A087X1P3;Q86UW7-3;Q86UW7-2;Q86UW7;H7BYR4	Calcium-dependent secretion activator 2	CADPS2	136.58	5.1	7	2	15.72	0	32705	27822	26093	20595	32165	16197	30963	21358	17681	24630	Enriched	Enriched	Enriched	No expression	YES		
A0A087X1P5;J3KQ34;Q9H9Q2-2;Q9H9Q2;J3QT73	COP9 signalosome complex subunit 7b	COPS7B	23.556	18.7	8	8	98.22	0	51480	45459	46262	39020	52710	44741	50882	41463	33628	47932	Moderate	Moderate	Moderate	No expression	YES		
A0A087X1R5;Q13123;D6REL4;Q9H4P6;E7EQZ7	Protein Red	IK	65.654	19.7	16	16	40.175	0	45687	33275	39682	41524	54123	36637	38393	36451	28785	42855	No expression	Moderate	Enriched	Enriched	YES		
A0A087X1S2;P67809;H0Y449	Nuclease-sensitive element-binding protein 1	YBX1	34.028	39.5	18	10	166.38	0	55182	33632	37735	31243	50562	50093	50228	59142	19975	47309	Enriched	Enriched	Enriched	Enriched	YES		
A0A087X1V9;A0A087X0Q4;A0A087WW87;A0A075B6R1;A0A075B6P5;P01617;P01614;P06309	Ig kappa chain V-II region TEW;Ig kappa chain V-II region Cum;Ig kappa chain V-II region GM607	IGKV2D-40;IGKV2D-28	11.043	52	9	5	47.867	0	20306	19952	25744	37311	21480	29679	24460	86525	14140	25816							
A0A087X1X9;Q8IYB5-3;Q8IYB5-2;Q8IYB5	Stromal membrane-associated protein 1	SMAP1	49.219	4.6	2	2	4.6447	0.00042836	4118.9	4230.9	4948.9	4760.2	6044.8	2555.1	2870.8	3251.5	2086.9	3518.2	Moderate	Enriched	Enriched	No expression	YES		
A0A087X1Z3;Q9UL46;H0YM70	Proteasome activator complex subunit 2	PSME2	29.126	42.5	22	21	100.2	0	101210	56220	64462	114740	78237	106030	115140	144590	61433	102110	Enriched	Enriched	Enriched	Enriched	YES		
A0A087X232;F8WCZ6;P09871	Complement C1s subcomponent;Complement C1s subcomponent heavy chain;Complement C1s subcomponent light chain	C1S	75.905	10.7	7	7	9.9028	0	15494	17428	21057	21214	18570	19818	29037	40762	27774	23047	Moderate	Enriched	Enriched	Enriched	YES		
A0A087X256;Q2M389;F8W1W1;F8VNZ5	WASH complex subunit 7	KIAA1033	136.5	4.4	7	7	11.005	0	28916	14019	20300	34013	16929	34868	24698	34089	13412	26772	Moderate	Enriched	Enriched	Moderate	YES		
A0A087X271;B4DDF4;B4DUT8;Q99439;K7ES69;Q99439-2;H3BVI6	Calponin-2	CNN2	19.757	35.8	10	7	12.534	0	18374	10733	18510	15445	16830	13348	13276	11078	11217	14061	Enriched	Enriched	Enriched	No expression	YES		
A0A087X2C0;A0A075B6N9;A0A087WYJ9;P01871;P01871-2;P04220	Ig mu chain C region;Ig mu heavy chain disease protein	IGHM	64.106	28.7	19	16	167.66	0	51365	63226	52063	54792	64015	43651	94388	179270	47544	55207	Moderate	Moderate	Low	Low	YES		
