Source	Contributor	VarID	Variable	Value	Description	ThemeTag	Level	CellTissue	CellTissueContext	DataItem	Complex	Dimensions	LinkedID	IndividualLevelData	InApp	MPTerm	GOTerm	EFOTerm	Relevance	Levels	MethodID	PrivateNote	PublicNote	DataSource	DataSourceLink
PMID28323930	Lam et al. (2017)	Lam17_beta.area	beta.area	%	Beta cell area reported as % total pancreas sections analyzed	general	cell	type B pancreatic cell	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal pancreatic beta cell number			VarWithinD & VarDvsCtrl		Lam17_2			Supplemental Table 4: Non-diabetic beta-cell area and mass. & Supplemental Table 5: T1D beta-cell area and mass.	https://oup.silverchair-cdn.com/oup/backfile/Content_public/Journal/jcem/102/8/10.1210_jc.2016-3806/1/jc.2016-3806_Supplemental_Table_1-14.xlsx?Expires=1521155148&Signature=Gl0xp87IMGbQE1zah6aRz-lHuJU6ffk0HGoiq-oF6VVKtfJMtBt9MkR9IKlsXA52~vD7IHsYpcLfBqQlABbYBTEF3suFfag97PErpOI4RGmtWWyEmBHAL2Js~KJ9hkRlQrp5ixDZwcR0olmiw6r1KSi8HEC0kevDRHLUwvaoX6dscyNQLeQiIEMp9WrQ4ZFbuI1COfilS5lrmjJUMIPNSJb5bAXRRP8DK1ZWpcuIY-D7AsBCjk56Tgthn51YggrJrMrLvv0smQndo7rmdiIIFoal8NddkpmAI~S31r5bktI2NYjXES71~gcyFol1fFVb-QkzI30UT6GOhWLCON~Hdw__&Key-Pair-Id=APKAIUCZBIA4LVPAVW3Q
PMID28323930	Lam et al. (2017)	Lam17_beta.mass	beta.mass	g	Beta cell mass in grams	general	cell	type B pancreatic cell	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal pancreatic beta cell mass			VarWithinD & VarDvsCtrl		Lam17_2			Supplemental Table 4: Non-diabetic beta-cell area and mass. & Supplemental Table 5: T1D beta-cell area and mass.	https://oup.silverchair-cdn.com/oup/backfile/Content_public/Journal/jcem/102/8/10.1210_jc.2016-3806/1/jc.2016-3806_Supplemental_Table_1-14.xlsx?Expires=1521155148&Signature=Gl0xp87IMGbQE1zah6aRz-lHuJU6ffk0HGoiq-oF6VVKtfJMtBt9MkR9IKlsXA52~vD7IHsYpcLfBqQlABbYBTEF3suFfag97PErpOI4RGmtWWyEmBHAL2Js~KJ9hkRlQrp5ixDZwcR0olmiw6r1KSi8HEC0kevDRHLUwvaoX6dscyNQLeQiIEMp9WrQ4ZFbuI1COfilS5lrmjJUMIPNSJb5bAXRRP8DK1ZWpcuIY-D7AsBCjk56Tgthn51YggrJrMrLvv0smQndo7rmdiIIFoal8NddkpmAI~S31r5bktI2NYjXES71~gcyFol1fFVb-QkzI30UT6GOhWLCON~Hdw__&Key-Pair-Id=APKAIUCZBIA4LVPAVW3Q
PMID28325643	Anquetil et al. (2017)	Anquetil17_IL1b	IL1b.ppa	ISH % of positive area	IL1beta mRNA expression measured by in situ hyridization and reported as percentage of the positive area within the islet boundary	autoimmunity 	transcript	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T			interleukin-1 beta measurement	IL-1beta mRNA expression is independent of BMI and disease status		Anquetil17_IL1b				
PMID28325643	Anquetil et al. (2017)	Anquetil17_Il1b	Il1b.mi	IF mean intensity	Il1b protein expresson reported as difference of the mean intensity in the positive area (MIP) and the mean intensity in the negative area (MIN, background)	autoimmunity 	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T			interleukin-1 beta measurement	No VarWithinD & No VarDvsCtrl		Anquetil17_Il1b				
PMID28380379	Aguayo-Mazzucato et al. (2017)	AguayoMazzucato17_Igfr1	Igfr1		IGFR1 expression (staining intensity, scale 0-3) as a marker of aging in beta cell	aging	protein	type B pancreatic cell	islet of Langerhans	measurement datum	0	1	T	T	F				VarWithinD & VarDvsCtrl		AguayoMazzucato17_1				https://ars.els-cdn.com/content/image/1-s2.0-S1550413117301675-mmc1.pdf
PMID28380379	Aguayo-Mazzucato et al. (2017)	AguayoMazzucato17_P53bp1	P53bp1		P53BP1 expression (staining intensity)  as a marker of aging in beta cell	aging	protein	type B pancreatic cell	islet of Langerhans	measurement datum	0	1	T	T	F				VarWithinD & No VarDvsCtrl		AguayoMazzucato17_1				https://ars.els-cdn.com/content/image/1-s2.0-S1550413117301675-mmc1.pdf
PMID28380380	van der Meulen et al. (2017)	vanderMeulen17_Ucn3	Ucn3		Expression of Urocortin3 (UCN3) in beta cells (stained images only)	neogenesis/transdifferentiation/dedifferentiation	protein	type B pancreatic cell	islet of Langerhans	measurement datum	0	1	T	T	F				Ucn3-negative beta cells are virgin beta cells that represent an intermediate stage in the transdifferentiation of alpha cells into mature beta cells		VanderMeulen17_1			Figure 5. UCN3-Negative Beta Cells Are Present in Human Islets of Young and Adult Donors and Donors with T1D	https://www.sciencedirect.com/science/article/pii/S1550413117301699?via%3Dihub#fig5
PMID28428323	Jackson et al. (2017)	Jackson17_CD3.cells	CD3.cells	count	Insulitis measured as mean CD3+ cells per infiltrated islet	autoimmunity 	cell	T cell	islet of Langerhans	measurement datum	0	1	T	T	T						CampbellThompson16_2				
PMID28428323	Jackson et al. (2017)	Jackson17_beta.mass	beta.mass	g	Beta cell mass	general	cell	type B pancreatic cell	islet of Langerhans	measurement datum	0	1	T	T	T						CampbellThompson16_3				
PMID28581443	Waqas et al. (2017)	Waqas17_NPFF	NPFF	Relative expression	NPFF gene expression profiling in islet tissue	NA	transcript	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	NA	F				Relative transcription of NPFF was reduced in pancreatic islets of T1DM patients		Waqas17_1			Supplemental Figure 6(H): Distribution of NPFF in mouse and human pancreatic islets	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5490745/bin/jci-127-90152-s001.pdf
PMID28614797	Rodnoi et al. (2017)	Rodnoi17_Npy	Npy		NPY expression in beta cells/pancreatic tissue characterized by staining	neogenesis/transdifferentiation/dedifferentiation	protein	type B pancreatic cell	pancreas	measurement datum	0	1	T	NA	F				NPY expression likely promotes replication and contributes to impaired glucose responsiveness in neonatal beta cells; NPY is reexpressed in a subset of beta cells in both T1D and T2D and correlated with greater residual beta cells		Rodnoi17_1			Supplemental Figure 7	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5470892/bin/jciinsight-2-94005-s001.pdf
PMID28679961	Schludi et al. (2017)	Schludi17_panIN	panIN	PanIN lesions/(mm^2 tissue*10^3)	Pancreatic Intraepithelial Neoplasia lesions scored for density by group-blinded visual evaluation of stained sections	NA	cell	pancreas	pancreas	measurement datum	0	1	T	NA	F				PanIN is increased and correlated with higher pancreatic duct gland proliferation in T2D vs controls		Schludi17_1			Figure 1. Pancreatic intraepithelial neoplasia (PanIN) lesions are more frequent in type 2 diabetes mellitus (T2DM).	http://europepmc.org/articles/PMC5499368/figure/F1/
PMID28679961	Schludi et al. (2017)	Schludi17_density.PDG	density.PDG	PDG cells/mm^2	Pancreatic duct gland density characterized by group-blinded visual evaluation of stained sections	NA	cell	pancreas exocrine glandular cell	pancreas	measurement datum	0	1	T	NA	F				PDGs in human pancreas are present in the head, body, and tail with a comparable abundance in individuals with T2DM and ND controls		Schludi17_3			Figure 2. Pancreatic duct glands (PDGs) are present throughout the human pancreas with increased PDG cell replication in type 2 diabetes mellitus (T2DM).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5499368/figure/F2/
PMID28679961	Schludi et al. (2017)	Schludi17_replication.PDG	replication.PDG	Ki67+ PDG cells/mm^2	Pancreatic duct gland replication characterized by staining for Ki67+ PDGs	neogenesis/transdifferentiation/dedifferentiation	cell	pancreas exocrine glandular cell	pancreas	measurement datum	0	1	T	NA	F				PDG replication was increased 2-fold in T2D vs controls and associated with increased pancreatic intraepithelial neoplasia		Schludi17_3			Figure 2. Pancreatic duct glands (PDGs) are present throughout the human pancreas with increased PDG cell replication in type 2 diabetes mellitus (T2DM).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5499368/figure/F2/
PMID28679961	Schludi et al. (2017)	Schludi17_replication.duct	replication.duct	Ki67+ duct cells/mm^2	Interlobular pancreatic duct replication characterized by staining for Ki67+ duct cells	neogenesis/transdifferentiation/dedifferentiation	cell	pancreatic ductal cell	pancreas	measurement datum	0	1	T	NA	F						Schludi17_3			Figure 2. Pancreatic duct glands (PDGs) are present throughout the human pancreas with increased PDG cell replication in type 2 diabetes mellitus (T2DM).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5499368/figure/F2/
PMID28679961	Schludi et al. (2017)	Schludi17_CXCR2	CXCR2		Expression of CXCR2 by immunostaining in PDG compartment of pancreas (image only)	NA	tissue	pancreas exocrine glandular cell	pancreas	measurement datum	0	1	T	NA	F						Schludi17_2			Figure 5. The chemokine receptors are expressed in pancreatic duct glands (PDGs) and pancreatic ductal cells.	http://europepmc.org/articles/PMC5499368/figure/F5/
PMID28679961	Schludi et al. (2017)	Schludi17_CXCR3	CXCR3		Expression of CXCR3 by immunostaining in PDG compartment of pancreas (image only)	NA	tissue	pancreas exocrine glandular cell	pancreas	measurement datum	0	1	T	NA	F						Schludi17_2			Figure 5. The chemokine receptors are expressed in pancreatic duct glands (PDGs) and pancreatic ductal cells.	http://europepmc.org/articles/PMC5499368/figure/F5/
PMID28742858	Thivolet et al. (2017)	Thivolet17_Ip3r2	Ip3r2	pixels/islet	Expression of IP3R2 (as mean fluorescence intensity) in beta cells	mitochondria	protein	type B pancreatic cell	islet of Langerhans	measurement datum	0	1	T	T	T				VarDvsCtrl		Thivolet17_1			Table 2: Mean intensity levels in beta cells of IP3R2, TOM20, MFN-2 and VDAC-1 by indirect immunofluorescence and levels of ER-mitochondrial IP3R2-VDAC1 interactions quantified by in situ proximity ligation assay (PA).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5526536/table/pone.0182027.t002/
PMID28742858	Thivolet et al. (2017)	Thivolet17_Tom20	Tom20	pixels/islet	Expression of TOM20 (as mean fluorescence intensity) in beta cells	mitochondria	protein	type B pancreatic cell	islet of Langerhans	measurement datum	0	1	T	T	T				VarDvsCtrl		Thivolet17_1			Table 2: Mean intensity levels in beta cells of IP3R2, TOM20, MFN-2 and VDAC-1 by indirect immunofluorescence and levels of ER-mitochondrial IP3R2-VDAC1 interactions quantified by in situ proximity ligation assay (PA).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5526536/table/pone.0182027.t002/
PMID28742858	Thivolet et al. (2017)	Thivolet17_Mfn2	Mfn2	pixels/islet	Expression of MFN-2 (as mean fluorescence intensity) in beta cells	mitochondria	protein	type B pancreatic cell	islet of Langerhans	measurement datum	0	1	T	T	T				VarDvsCtrl		Thivolet17_1			Table 2: Mean intensity levels in beta cells of IP3R2, TOM20, MFN-2 and VDAC-1 by indirect immunofluorescence and levels of ER-mitochondrial IP3R2-VDAC1 interactions quantified by in situ proximity ligation assay (PA).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5526536/table/pone.0182027.t002/
PMID28742858	Thivolet et al. (2017)	Thivolet17_Vdac1	Vdac1	pixels/islet	Expression of VDAC-1 (as mean fluorescence intensity) in beta cells	mitochondria	protein	type B pancreatic cell	islet of Langerhans	measurement datum	0	1	T	T	T				VarDvsCtrl		Thivolet17_1			Table 2: Mean intensity levels in beta cells of IP3R2, TOM20, MFN-2 and VDAC-1 by indirect immunofluorescence and levels of ER-mitochondrial IP3R2-VDAC1 interactions quantified by in situ proximity ligation assay (PA).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5526536/table/pone.0182027.t002/
PMID28742858	Thivolet et al. (2017)	Thivolet17_Ip3r2.Vdac1	Ip3r2.Vdac1	dots/nucleus	Levels of ER-mitochondrial IP3R2-VDAC1 interactions (quantified by in situ proximity ligation) in beta cells	mitochondria	protein	type B pancreatic cell	islet of Langerhans	measurement datum	0	1	T	T	T				VarDvsCtrl		Thivolet17_2			Table 2: Mean intensity levels in beta cells of IP3R2, TOM20, MFN-2 and VDAC-1 by indirect immunofluorescence and levels of ER-mitochondrial IP3R2-VDAC1 interactions quantified by in situ proximity ligation assay (PA).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5526536/table/pone.0182027.t002/
PMID28761107	Sebastiani et al. (2017)	Sebastiani17_miRs.Treg.PLN	miRs.Treg.PLN	dCT	microRNA expression of Tregs from pancreatic lymph node (384 miRs measured)	miRNA	transcript	regulatory T cell	pancreatic lymph node	measurement datum	1	384	T	NA	F				VarDvsCtrl		Sebastiani17_1				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5537269/figure/Fig1/
PMID28761107	Sebastiani et al. (2017)	Sebastiani17_miRs.Treg.PB	miRs.Treg.PB	dCT	microRNA expression of Tregs from peripheral blood (384 miRs measured)	miRNA	transcript	regulatory T cell	blood	measurement datum	1	384	T	NA	F				VarDvsCtrl		Sebastiani17_1				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5537269/figure/Fig1/
PMID28761107	Sebastiani et al. (2017)	Sebastiani17_miR125.Treg.PB	miR125.Treg.PB	2^-dCT	miR-125a-5p relative expression measured by real time-PCR in Treg cells purified from peripheral blood	miRNA	transcript	regulatory T cell	blood	measurement datum	0	1	T	NA	F				VarDvsCtrl		Sebastiani17_2				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5537269/figure/Fig2/
PMID28761107	Sebastiani et al. (2017)	Sebastiani17_miR125.Treg.PLN	miR125.Treg.PLN	2^-dCT	miR-125a-5p relative expression measured by real time-PCR in Treg cells purified from pancreatic lymph node	miRNA	transcript	regulatory T cell	pancreatic lymph node	measurement datum	0	1	T	NA	F				VarDvsCtrl		Sebastiani17_2				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5537269/figure/Fig2/
PMID28761107	Sebastiani et al. (2017)	Sebastiani17_miR125.Tconv.PB	miR125.Tconv.PB	2^-dCT	miR-125a-5p relative expression measured by real time-PCR in Tconv cells purified from peripheral blood	miRNA	transcript	helper T cell	blood	measurement datum	0	1	T	NA	F				VarDvsCtrl		Sebastiani17_2				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5537269/figure/Fig2/
PMID28761107	Sebastiani et al. (2017)	Sebastiani17_miR125.Tconv.PLN	miR125.Tconv.PLN	2^-dCT	miR-125a-5p relative expression measured by real time-PCR in Tconv cells purified from pancreatic lymph node	miRNA	transcript	helper T cell	pancreatic lymph node	measurement datum	0	1	T	NA	F				VarDvsCtrl		Sebastiani17_2				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5537269/figure/Fig2/
PMID28761107	Sebastiani et al. (2017)	Sebastiani17_CCL2.Ins	CCL2.Ins	% colocalization rate	Colocalization analysis between CCL2/Insulin by staining	NA	protein	type B pancreatic cell	islet of Langerhans	measurement datum	0	1	T	NA	F			CCL2 measurement			Sebastiani17_3	CCL2 is primarily expressed by insulin-producing cells in pancreatic islets and and might serve as potential attractant of CCR2-expressing cells.			
PMID28761107	Sebastiani et al. (2017)	Sebastiani17_CCL2.Gcg	CCL2.Gcg	% colocalization rate	Colocalization analysis between CCL2/Glucagon by staining	NA	protein	pancreatic A cell	islet of Langerhans	measurement datum	0	1	T	NA	F			CCL2 measurement			Sebastiani17_3				
PMID28782056	Moin et al. (2017)	Moin17_CgA.cells	CgA.cells	%	Presence and frequency of CPHN cells identified by anti-chromogranin A staining (%CPHN of endocrine cells)	NA	protein	pancreatic endocrine cell	islet of Langerhans	measurement datum	0	1	T	NA	F				Freq differs in adult but not children		Moin16_1				
PMID28782056	Moin et al. (2017)	Moin17_Ki67.CgA.cells	Ki67.CgA.cells	%	Frequency of replicating CPHN cells identified with Ki67+ staining	neogenesis/transdifferentiation/dedifferentiation	protein	pancreatic endocrine cell	islet of Langerhans	measurement datum	0	1	T	NA	F				Freq differs in adult but not children		Moin16_1				
PMID28782056	Moin et al. (2017)	Moin17_Nkx61.CgA.cells	Nkx61.CgA.cells	%	Frequency of replicating CPHN cells identified with endocrine markers by Nkx6.1+ staining and reported as % of CPHN cells	neogenesis/transdifferentiation/dedifferentiation	protein	pancreatic endocrine cell	islet of Langerhans	measurement datum	0	1	T	NA	F				Freq differs in adult but not children		Moin16_1				
PMID28782056	Moin et al. (2017)	Moin17_Nkx22.CgA.cells	Nkx22.CgA.cells	%	Frequency of replicating CPHN cells identified with endocrine markers by Nkx2.2+ staining and reported as % of CPHN cells	neogenesis/transdifferentiation/dedifferentiation	protein	pancreatic endocrine cell	islet of Langerhans	measurement datum	0	1	T	NA	F				Freq differs in adult but not children		Moin16_1				
PMID28877242	Nyalwidhe et al. (2017)	Nyalwidhe17_Proteomics	Proteomics	LFQ intensity	Proteomics of islet tissue, expression data for ~1500 proteins 	omics	protein	islet of Langerhans	islet of Langerhans	measurement datum	1	1500	T	T	T				VarDvsCtrl		Nyalwidhe17_1			S4 Table: Qualitative and quantitative comparisons between non-diabetes versus autoantibody cases and T1D cases.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5587329/bin/pone.0183908.s006.xlsx
PMID28877460	Wasserfall et al. (2017)	Wasserfall17_INSpos.prct	INSpos.prct	%	% Ins+ average, Aperio calc area	NA	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T						Wasserfall17_1				
PMID28877460	Wasserfall et al. (2017)	Wasserfall17_Insulin	Insulin	uIU/ug	Ins protein concentration	NA	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T				VarWithinD & VarDvsCtrl		Wasserfall17_1				https://ars.els-cdn.com/content/image/1-s2.0-S1550413117304989-mmc2.xlsx
PMID28877460	Wasserfall et al. (2017)	Wasserfall17_Cpeptide	Cpeptide	pM/ug	Cpeptide protein concentration	NA	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T				VarWithinD & VarDvsCtrl		Wasserfall17_1				https://ars.els-cdn.com/content/image/1-s2.0-S1550413117304989-mmc2.xlsx
PMID28877460	Wasserfall et al. (2017)	Wasserfall17_ProIns	ProIns	pM/ug	Proinsulin ELISA normalized against total protein	NA	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T				VarWithinD & VarDvsCtrl		Wasserfall17_1				https://ars.els-cdn.com/content/image/1-s2.0-S1550413117304989-mmc2.xlsx
PMID28877460	Wasserfall et al. (2017)	Wasserfall17_Amylin	Amylin	pg/ug	Islet amyloid polypeptide ELISA normalized against total protein	NA	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T				No VarWithinD & No VarDvsCtrl		Wasserfall17_1				https://ars.els-cdn.com/content/image/1-s2.0-S1550413117304989-mmc2.xlsx
PMID28877460	Wasserfall et al. (2017)	Wasserfall17_Glucagon	Glucagon	pmol/L/ug	Glucagon ELISA normalized against total protein	NA	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T				VarWithinD & VarDvsCtrl		Wasserfall17_1				https://ars.els-cdn.com/content/image/1-s2.0-S1550413117304989-mmc2.xlsx
PMID28877460	Wasserfall et al. (2017)	Wasserfall17_GCGpos.INSneg.count	GCGpos.INSneg.count	count	Count of glucagon-positive, insulin-negative cells	NA	cell	pancreatic A cell	islet of Langerhans	measurement datum	0	1	T	T	T						Wasserfall17_2				
PMID28877460	Wasserfall et al. (2017)	Wasserfall17_GCGpos.INSpos.count	GCGpos.INSpos.count	count	Count of glucagon-positive, insulin-positive cells	NA	cell	type B pancreatic cell|pancreatic A cell	islet of Langerhans	measurement datum	0	1	T	T	T						Wasserfall17_2				
PMID28877460	Wasserfall et al. (2017)	Wasserfall17_INSpos.single.count	INSpos.single.count	count	Count of insulin-positive single cells	NA	cell	type B pancreatic cell	islet of Langerhans	measurement datum	0	1	T	T	T						Wasserfall17_2				
PMID28877460	Wasserfall et al. (2017)	Wasserfall17_INSpos.cluster.count	INSpos.cluster.count	count	Count of insulin-positive clusters containing 2-5 cells	NA	cell	type B pancreatic cell	islet of Langerhans	measurement datum	0	1	T	T	T						Wasserfall17_2				
PMID28878130	Levet et al. (2017)	Levet17_Env03	Env03	% positive staining area	HERV-W-Env protein expression in pancreas as percent positive area of total pancreatic tissue area	viral	protein	pancreas	pancreas	measurement datum	0	1	T	T	T				VarWithinD & VarDvsCtrl		Levet17_1				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5621895/figure/F1/
PMID28878130	Levet et al. (2017)	Levet17_CD3.cells.islet.prct	CD3.cells.islet.prct	%	CD3+ cells as percent of total cells counted in islet	autoimmunity	cell	T cell	islet of Langerhans	measurement datum	0	1	T	T	T						Levet17_2				
PMID28878130	Levet et al. (2017)	Levet17_CD3.cells.islet	CD3.cells.islet	count	Mean CD3+ cells in islet per mm^2	autoimmunity	cell	T cell	islet of Langerhans	measurement datum	0	1	T	T	T						Levet17_2				
PMID28878130	Levet et al. (2017)	Levet17_CD68.cells.islet.prct	CD68.cells.islet.prct	%	CD68+ cells as percent of total cells counted in islet	autoimmunity	cell	macrophage	islet of Langerhans	measurement datum	0	1	T	T	T						Levet17_2				
PMID28878130	Levet et al. (2017)	Levet17_CD68.cells.islet	CD68.cells.islet	count	Mean CD68+ cells in islet per mm^2	autoimmunity	cell	macrophage	islet of Langerhans	measurement datum	0	1	T	T	T						Levet17_2				
PMID28878130	Levet et al. (2017)	Levet17_CD3.cells.exocrine.prct	CD3.cells.exocrine.prct	%	CD3+ cells as percent of total cells counted in exocrine pancreas	autoimmunity	cell	T cell	exocrine pancreas	measurement datum	0	1	T	T	T						Levet17_2				
PMID28878130	Levet et al. (2017)	Levet17_CD3.cells.exocrine	CD3.cells.exocrine	count	Mean CD3+ cells in exocrine pancreas per mm^2	autoimmunity	cell	T cell	exocrine pancreas	measurement datum	0	1	T	T	T						Levet17_2				
PMID28878130	Levet et al. (2017)	Levet17_CD68.cells.exocrine.prct	CD68.cells.exocrine.prct	%	CD68+ cells as percent of total cells counted in exocrine pancreas	autoimmunity	cell	macrophage	exocrine pancreas	measurement datum	0	1	T	T	T						Levet17_2				
PMID28878130	Levet et al. (2017)	Levet17_CD68.cells.exocrine	CD68.cells.exocrine	count	Mean CD68+ cells in exocrine pancreas per mm^2	autoimmunity	cell	macrophage	exocrine pancreas	measurement datum	0	1	T	T	T						Levet17_2				
PMID29128936	Kusmartseva et al. (2017)	Kusmartseva17_hosp.bin	hosp.bin	(level)	hospitalisation time, binned	NA	other	NA	NA	measurement datum	0	1	T	T	T						Kusmartseva17_2				https://doi.org/10.5281/zenodo.1034422
PMID29128936	Kusmartseva et al. (2017)	Kusmartseva17_Ki67.cells.prct	Ki67.cells.prct	%	Mean Ki67+ cells as percentage of total islet cells counted	neogenesis/transdifferentiation/dedifferentiation	cell	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal pancreas regeneration					Kusmartseva17_1				https://doi.org/10.5281/zenodo.1034422
PMID29128936	Kusmartseva et al. (2017)	Kusmartseva17_Ki67.Ins.cells.prct	Ki67.Ins.cells.prct	%	Mean Ki67+/Ins+ cells as percentage of total islet cells counted	neogenesis/transdifferentiation/dedifferentiation	cell	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal pancreatic beta cell proliferation					Kusmartseva17_1				https://doi.org/10.5281/zenodo.1034422
PMID29128936	Kusmartseva et al. (2017)	Kusmartseva17_CD45.cells.prct	CD45.cells.prct	%	Mean CD45+ cells as percentage of total islet cells counted	autoimmunity	cell	leukocyte	islet of Langerhans	measurement datum	0	1	T	T	T	insulitis					Kusmartseva17_1				https://doi.org/10.5281/zenodo.1034422
PMID29128936	Kusmartseva et al. (2017)	Kusmartseva17_CD68.cells.prct	CD68.cells.prct	%	Mean CD68+ cells as percentage of total islet cells counted	autoimmunity	cell	macrophage	islet of Langerhans	measurement datum	0	1	T	T	T						Kusmartseva17_1				https://doi.org/10.5281/zenodo.1034422
PMID29222447	Bogdani et al. (2017)	Bogdani17_Ki67.Ins.cells	Ki67.Ins.cells	% Ki67+/Ins+ cells	Beta-cell proliferation	neogenesis/transdifferentiation/dedifferentiation	cell	type B pancreatic cell	islet of Langerhans	measurement datum	0	1	T	T	F	abnormal pancreatic beta cell proliferation					Bogdani17_3				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5722914/figure/Fig3/
PMID29222447	Bogdani et al. (2017)	Bogdani17_CK19.Ins.cells	CK19.Ins.cells	% CK19+/Ins+ cells	Beta-cell neogenesis in duct	neogenesis/transdifferentiation/dedifferentiation	cell	type B pancreatic cell	islet of Langerhans	measurement datum	0	1	T	T	F	abnormal pancreatic beta cell proliferation					Bogdani17_3				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5722914/figure/Fig3/
PMID29222447	Bogdani et al. (2017)	Bogdani17_CF.grade	CF.grade	grade	Cystic fibrosis histopathologic grade based on staining	cross-disease connections	cell	NA	NA	measurement datum	0	1	T	T	F						Bogdani17_2				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5722914/figure/Fig2/
PMID29222447	Bogdani et al. (2017)	Bogdani17_Ins	Ins	% Ins+ cells	Percent of insulin-positive cells in islet	NA	cell	type B pancreatic cell	islet of Langerhans	measurement datum	0	1	T	T	F						Bogdani17_3				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5722914/figure/Fig2/
PMID29222447	Bogdani et al. (2017)	Bogdani17_Synaptophysin	Synaptophysin	% Syn+ area stained	Relative pancreas synaptophysin area stained	NA	protein	neuroendocrine cell	islet of Langerhans	measurement datum	0	1	T	T	F						Bogdani17_3				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5722914/figure/Fig2/
PMID29222447	Bogdani et al. (2017)	Bogdani17_CFTR.mut.pos	CFTR.mut.pos	Positive/Negative for mutation	Genotyping for 159 CFTR variants	cross-disease connections	gene	NA	NA	measurement datum	1	159	T	T	F			genotype			Bogdani17_1				
PMID29326366	Lam et al. (2018)	Lam18_Ki67.Syn.prct	Ki67.Syn.prct	Ki67+Syn+ (% total Syn+)	Synaptophysin cell proliferation; Syn+Ki67+ cells as % of total Syn+ cells	neogenesis/transdifferentiation/dedifferentiation	cell	neuroendocrine cell	islet of Langerhans	measurement datum	0	1	T	T	T						Lam18_1			Supplemental Table 7. Individual islet endocrine and α-cell proliferation from non-diabetic pancreata. & Supplemental Table 8. Individual islet endocrine and α-cell proliferation from T1D pancreta.	http://diabetes.diabetesjournals.org/highwire/filestream/80633/field_highwire_adjunct_files/0/DB171114SupplementaryData.pdf
PMID29326366	Lam et al. (2018)	Lam18_Ki67.Gcg.prct	Ki67.Gcg.prct	Ki67+alpha cells (% total alpha cells)	Alpha cell proliferation; Ki67+alpha cells as % of total alpha cells	neogenesis/transdifferentiation/dedifferentiation	cell	pancreatic A cell	islet of Langerhans	measurement datum	0	1	T	T	T						Lam18_1			Supplemental Table 7. Individual islet endocrine and α-cell proliferation from non-diabetic pancreata. & Supplemental Table 8. Individual islet endocrine and α-cell proliferation from T1D pancreta.	http://diabetes.diabetesjournals.org/highwire/filestream/80633/field_highwire_adjunct_files/0/DB171114SupplementaryData.pdf
PMID29326366	Lam et al. (2018)	Lam18_Ki67.Syn.intraislet.prct	Ki67.Syn.intraislet.prct	Ki67+Syn+ (% total Ki67+)	Synaptophysin cell proliferation; Syn+Ki67+ cells in as percent of total intraislet Ki67+ cells	neogenesis/transdifferentiation/dedifferentiation	cell	neuroendocrine cell	islet of Langerhans	measurement datum	0	1	T	T	T						Lam18_1			Supplemental Table 9. Individual synaptophysin cell proliferation expressed as % of intraislet Ki67+ cells in non-diabetic and T1D pancreata.	http://diabetes.diabetesjournals.org/highwire/filestream/80633/field_highwire_adjunct_files/0/DB171114SupplementaryData.pdf
